ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
16	"ENSG00000184012"	"TMPRSS2"	chr21	-	41464304	41466153	41464304	41466149	41467733	41467886	16	92	4	32	0	153	149	0.118989564817	0.3084733582560682	0.957	1.0	-0.043
17	"ENSG00000185437"	"SH3BGR"	chr21	+	39462374	39462560	39462379	39462560	39445930	39446098	17	1	0	0	1	154	149	7.64874405426e-05	0.0014197617536629824	1.0	0.0	1.0
20	"ENSG00000159267"	"HLCS"	chr21	-	36756541	36756980	36756541	36756755	36759726	36759841	20	11	104	2	12	374	149	0.590492132175	0.8075434230655071	0.04	0.062	-0.022
22	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060346	36060526	22	9	5	1	4	198	149	0.0293067376886	0.1139297949214926	0.575	0.158	0.417
23	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	23	26	851	11	327	166	149	0.931638814474	1.0	0.027	0.029	-0.002
24	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542547	33542820	24	11	0	2	1	182	149	0.299736058413	0.5550079448721303	1.0	0.621	0.379
29	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	29	5	1	1	0	215	149	0.602857320652	0.8166658852112753	0.776	1.0	-0.224
46	"ENSG00000025770"	"NCAPH2"	chr22	+	50522497	50522569	50522500	50522569	50522342	50522415	46	2	0	1	14	152	149	4.17748160936e-05	0.0010217018974830077	1.0	0.065	0.935
50	"ENSG00000100239"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50418866	50418979	50	0	2	2	40	152	149	0.293374328662	0.5497297168755044	0.0	0.047	-0.047
63	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	63	0	18	1	40	200	149	0.47329498968	0.7175616013649208	0.0	0.018	-0.018
69	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534	69	4	2	5	0	233	149	0.0100337957412	0.05374639314683532	0.561	1.0	-0.439
74	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132	74	0	4	4	24	266	149	0.0542899772681	0.17684988692624073	0.0	0.085	-0.085
83	"ENSG00000100150"	"DEPDC5"	chr22	+	31758526	31758633	31758545	31758633	31754861	31754979	83	0	15	2	27	168	149	0.197890059153	0.4384432139239572	0.0	0.062	-0.062
85	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980	85	2	2	4	15	176	149	0.312652656056	0.5682137844796544	0.458	0.184	0.274
86	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31837093	31837155	31833914	31833980	86	2	2	11	2	271	149	0.093900494414	0.2611854237320035	0.355	0.751	-0.396
87	"ENSG00000100150"	"DEPDC5"	chr22	+	31836998	31837155	31837093	31837155	31833914	31833980	87	2	2	22	2	244	149	0.0505702555863	0.1684785178191938	0.379	0.87	-0.491
