ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSG00000160285"	"LSS"	chr21	-	46222629	46222738	46222662	46222738	46221853	46221975	0	2	0	42	1	182	149	0.337456735134	0.5970820667441715	1.0	0.972	0.028
6	"ENSG00000184900"	"SUMO3"	chr21	-	44813861	44814104	44813975	44814104	44809046	44809118	6	0	2	3	70	263	149	0.44438150307	0.707604146279869	0.0	0.024	-0.024
7	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43732138	43732442	43734068	43734123	7	8	0	0	2	298	149	1.25087145719e-06	0.00010223468640495192	1.0	0.0	1.0
9	"ENSG00000184012"	"TMPRSS2"	chr21	-	41494355	41494578	41494479	41494578	41489506	41489593	9	0	6	55	0	273	149	3.53084228522e-12	1.875759964023125e-09	0.0	1.0	-1.0
10	"ENSG00000184012"	"TMPRSS2"	chr21	-	41497935	41498189	41498118	41498189	41494355	41494578	10	13	56	0	13	298	149	0.00455876791597	0.02980732868134231	0.104	0.0	0.104
11	"ENSG00000184012"	"TMPRSS2"	chr21	-	41507949	41508158	41508080	41508158	41498118	41498189	11	0	8	2	4	280	149	0.0337332637811	0.12532025443153408	0.0	0.21	-0.21
13	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38905423	38904954	38905423	38901900	38901965	13	46	9	28	12	298	149	0.119379892308	0.31670695524906367	0.719	0.538	0.181
14	"ENSG00000205622"	"AP001042.1"	chr21	-	38904904	38905452	38904954	38905452	38901900	38901965	14	6	9	7	12	199	149	0.851281956787	1.0	0.333	0.304	0.029
15	"ENSG00000157557"	"ETS2"	chr21	+	38819502	38819871	38819502	38819766	38821585	38821704	15	0	42	21	214	254	149	0.00445851564681	0.029278344775196755	0.0	0.054	-0.054
17	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33907340	33907453	33903934	33904021	17	0	885	1	355	298	149	1	1.0	0.0	0.001	-0.001
19	"ENSG00000159131"	"GART"	chr21	-	33528514	33528604	33528518	33528604	33528166	33528335	19	3	148	0	61	153	149	0.724458720934	0.927394446978765	0.019	0.0	0.019
21	"ENSG00000159086"	"PAXBP1"	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	21	15	17	12	2	166	149	0.00523877571937	0.032267821459887686	0.442	0.843	-0.401
