ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"ENSG00000160191"	"PDE9A"	chr21	+	42698967	42699011	42732069	42732124	42653778	42653883	42733355	42733426	3	1	4	0	4	193	204	0.910044784585	0.955637684766626	0.209	0.0	0.209
5	"ENSG00000160191"	"PDE9A"	chr21	+	42731769	42731949	42732069	42732124	42698967	42699011	42733355	42733426	5	0	6	2	9	329	204	0.0906899784757	0.1888091729003319	0.0	0.121	-0.121
8	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745	8	27	12	3	6	203	222	0.0418246433287	0.10101654009440299	0.711	0.354	0.357
9	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36947332	36948287	36938831	36938994	36962035	36962170	9	16	11	7	2	1104	295	0.299732107467	0.4600349701656186	0.28	0.483	-0.203
10	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36948165	36948287	36938831	36938994	36962035	36962170	10	6	11	2	2	271	295	0.480325800659	0.6370470539064593	0.373	0.521	-0.148
12	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32584160	32584305	32602271	32602367	32582199	32582415	32603160	32603292	12	39	10	22	0	245	294	0.000698314828062	0.0035471103330643686	0.824	1.0	-0.176
14	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32607648	32607716	32609837	32610005	32604124	32604283	32612104	32612146	14	59	5	51	9	317	217	0.200243391204	0.3469819450776929	0.89	0.795	0.095
15	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31666448	31666518	31659692	31659841	31667257	31667375	15	496	2005	933	526	246	219	0	0.0	0.18	0.612	-0.432
16	"ENSG00000156299"	"TIAM1"	chr21	-	31195223	31195305	31202907	31203012	31187000	31187087	31210044	31210215	16	8	48	14	7	254	231	1.21860462209e-05	0.0001122062915928352	0.132	0.645	-0.513
18	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25749035	25749120	25741572	25741675	25751988	25752234	18	122	98	10	15	294	234	0.143244460445	0.2663761522184212	0.498	0.347	0.151
23	"ENSG00000215386"	"MIR99AHG"	chr21	+	16231055	16231115	16391613	16391685	16181590	16181687	16487489	16488346	23	4	56	0	5	209	221	0.0755423414109	0.16255144555312653	0.07	0.0	0.07
