ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7	"ENSG00000185437"	"SH3BGR"	chr21	+	39508997	39509027	39511679	39511809	39475134	39475215	39515087	39515270
14	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32607648	32607716	32609837	32610005	32604124	32604283	32612104	32612146
15	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31666448	31666518	31659692	31659841	31667257	31667375
16	"ENSG00000156299"	"TIAM1"	chr21	-	31195223	31195305	31202907	31203012	31187000	31187087	31210044	31210215
18	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25749035	25749120	25741572	25741675	25751988	25752234
37	"ENSG00000229425"	"AJ009632.2"	chr21	-	15393970	15394049	15394472	15394506	15390577	15390618	15394999	15395129
42	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
47	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40964046	40964117	40951377	40951476	40967798	40967884
48	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40967798	40967884	40951377	40951476	40972475	40973309
49	"ENSG00000100387"	"RBX1"	chr22	+	40964046	40964117	40967798	40967884	40953554	40953633	40972475	40973309
53	"ENSG00000100129"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038
65	"ENSG00000100150"	"DEPDC5"	chr22	+	31806121	31806191	31809610	31809647	31804841	31804915	31810520	31810641
67	"ENSG00000100325"	"ASCC2"	chr22	-	29827476	29827600	29832244	29832342	29825621	29825780	29834488	29834550
68	"ENSG00000100325"	"ASCC2"	chr22	-	29827476	29827600	29833540	29833614	29825621	29825780	29834488	29834550
74	"ENSG00000100209"	"HSCB"	chr22	+	28745863	28746008	28751240	28751288	28744614	28744704	28757077	28757210
81	"ENSG00000100077"	"GRK3"	chr22	+	25672295	25672347	25674436	25674528	25667738	25667800	25678815	25678915
82	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24603197	24603321	24610249	24610531
83	"ENSG00000100031"	"GGT1"	chr22	+	24607953	24608023	24609961	24610033	24607658	24607732	24610249	24610531
85	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24460452	24460771	24474982	24475153	24441991	24442140	24494689	24494800
87	"ENSG00000100030"	"MAPK1"	chr22	-	21788256	21788388	21788693	21788808	21772872	21772982	21799011	21799128
90	"ENSG00000233215"	"LINC01687"	chr21	-	22016299	22016410	22032384	22032505	22009157	22009358	22041219	22041435
99	"ENSG00000170889"	"RPS9"	chr19	+	54201486	54201609	54206275	54206462	54201159	54201281	54207397	54207647
101	"ENSG00000105379"	"ETFB"	chr19	-	51350328	51350391	51353131	51353290	51346899	51347058	51354149	51354308
103	"ENSG00000105357"	"MYH14"	chr19	+	50244241	50244337	50247003	50247122	50231929	50232070	50248986	50249139
111	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48249522	48249633	48240961	48241063	48249750	48249847
112	"ENSG00000105398"	"SULT2A1"	chr19	-	47874656	47874834	47879035	47879130	47870466	47871567	47882083	47882210
113	"ENSG00000105398"	"SULT2A1"	chr19	-	47874656	47874834	47882083	47882210	47870466	47871567	47883576	47883785
114	"ENSG00000105398"	"SULT2A1"	chr19	-	47879035	47879130	47882083	47882210	47874656	47874834	47883576	47883785
115	"ENSG00000105398"	"SULT2A1"	chr19	-	47879035	47879130	47883576	47883785	47874656	47874834	47886121	47886315
116	"ENSG00000105398"	"SULT2A1"	chr19	-	47882083	47882210	47883576	47883785	47879035	47879130	47886121	47886315
