ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4	"ENSG00000160294"	"MCM3AP"	chr21	-	46242801	46242931	46240810	46241017	46243464	46243722
5	"ENSG00000160294"	"MCM3AP"	chr21	-	46284067	46285394	46283614	46283838	46286150	46286297
8	"ENSG00000160285"	"LSS"	chr21	-	46194490	46194661	46191880	46191959	46195675	46195756
9	"ENSG00000160285"	"LSS"	chr21	-	46196201	46196267	46195675	46195756	46205835	46205941
19	"ENSG00000182871"	"COL18A1"	chr21	+	45494544	45494571	45493500	45493575	45494861	45494915
43	"ENSG00000160214"	"RRP1"	chr21	+	43800861	43800881	43800516	43800614	43802273	43802387
46	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43719222	43719381	43734068	43734123
52	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304
95	"ENSG00000185437"	"SH3BGR"	chr21	+	39508997	39509027	39475134	39475215	39511679	39511706
96	"ENSG00000185437"	"SH3BGR"	chr21	+	39508997	39509027	39499822	39499915	39515087	39515207
97	"ENSG00000185437"	"SH3BGR"	chr21	+	39511679	39511809	39508997	39509027	39515087	39515207
118	"ENSG00000182670"	"TTC3"	chr21	+	37129002	37129063	37126079	37126143	37132681	37132766
120	"ENSG00000182670"	"TTC3"	chr21	+	37150819	37150884	37150077	37150170	37151892	37151958
121	"ENSG00000182670"	"TTC3"	chr21	+	37152950	37153277	37151892	37152029	37156654	37156906
122	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37158130	37158203
125	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37157160	37157214	37159698	37159745
127	"ENSG00000182670"	"TTC3"	chr21	+	37194965	37195017	37192111	37192213	37195674	37196036
128	"ENSG00000159267"	"HLCS"	chr21	-	36765011	36765172	36759726	36759841	36767217	36767285
129	"ENSG00000159267"	"HLCS"	chr21	-	36767217	36767285	36759726	36759841	36896859	36897131
130	"ENSG00000159267"	"HLCS"	chr21	-	36938831	36938994	36936448	36937392	36962035	36962170
147	"ENSG00000241837"	"ATP5PO"	chr21	-	33907340	33907453	33903934	33904021	33912288	33912399
149	"ENSG00000241837"	"ATP5PO"	chr21	-	33914449	33914500	33912288	33912399	33915727	33915753
150	"ENSG00000159131"	"GART"	chr21	-	33505560	33505702	33504411	33504527	33505973	33506104
151	"ENSG00000159131"	"GART"	chr21	-	33505973	33506104	33504411	33504527	33509782	33509920
152	"ENSG00000159131"	"GART"	chr21	-	33509782	33509920	33505973	33506104	33511251	33511458
153	"ENSG00000159131"	"GART"	chr21	-	33520363	33520562	33517356	33517608	33520905	33521015
161	"ENSG00000159086"	"PAXBP1"	chr21	-	32743247	32743314	32738172	32738319	32743677	32743754
190	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32609837	32610005	32607648	32607716	32612104	32612146
191	"ENSG00000142207"	"URB1"	chr21	-	32366617	32366755	32363155	32363329	32368402	32368598
195	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31659692	31659841	31666448	31666518
196	"ENSG00000142168"	"SOD1"	chr21	+	31666448	31666518	31663789	31663886	31667257	31667341
197	"ENSG00000156299"	"TIAM1"	chr21	-	31195223	31195305	31187000	31187087	31202907	31203012
200	"ENSG00000156299"	"TIAM1"	chr21	-	31266009	31266983	31251741	31252189	31339242	31339422
201	"ENSG00000156299"	"TIAM1"	chr21	-	31276731	31276908	31266009	31266983	31339242	31339422
204	"ENSG00000156273"	"BACH1"	chr21	+	29321220	29321514	29298921	29298953	29326058	29326336
208	"ENSG00000156261"	"CCT8"	chr21	-	29071951	29071988	29070246	29070337	29073530	29073797
220	"ENSG00000154727"	"GABPA"	chr21	+	25741572	25741675	25734971	25735578	25751988	25752234
221	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25735388	25735578	25751988	25752234
222	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25741572	25741675	25749035	25749120
223	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25741572	25741675	25751988	25752234
224	"ENSG00000154727"	"GABPA"	chr21	+	25749035	25749120	25741572	25741675	25751988	25752234
225	"ENSG00000154727"	"GABPA"	chr21	+	25749035	25749120	25745209	25745354	25751988	25752234
226	"ENSG00000154727"	"GABPA"	chr21	+	25762311	25762365	25758009	25758204	25764209	25764350
238	"ENSG00000237484"	"LINC01684"	chr21	+	24530663	24530767	24485622	24485685	24545994	24547036
262	"ENSG00000154642"	"C21orf91"	chr21	-	17796581	17797118	17795207	17795270	17818191	17818325
288	"ENSG00000215386"	"MIR99AHG"	chr21	+	16560446	16560498	16537378	16537439	16564773	16565632
303	"ENSG00000155313"	"USP25"	chr21	+	15777903	15778027	15765996	15766141	15791501	15791664
304	"ENSG00000155313"	"USP25"	chr21	+	15799756	15799843	15791501	15791664	15805120	15805258
305	"ENSG00000155313"	"USP25"	chr21	+	15824038	15824166	15818697	15818846	15824965	15825061
306	"ENSG00000155313"	"USP25"	chr21	+	15824965	15825061	15818697	15818846	15826203	15826365
308	"ENSG00000155313"	"USP25"	chr21	+	15842397	15842540	15833347	15833548	15864267	15864446
314	"ENSG00000229425"	"AJ009632.2"	chr21	-	15393970	15394049	15390577	15390618	15394999	15395129
316	"ENSG00000229425"	"AJ009632.2"	chr21	-	15394472	15394506	15393970	15394049	15394999	15395129
318	"ENSG00000229425"	"AJ009632.2"	chr21	-	15400497	15400549	15395462	15395497	15444023	15444081
319	"ENSG00000229425"	"AJ009632.2"	chr21	-	15405574	15405764	15400497	15400549	15444023	15444081
320	"ENSG00000229425"	"AJ009632.2"	chr21	-	15405879	15405929	15404623	15405764	15441225	15441348
321	"ENSG00000229425"	"AJ009632.2"	chr21	-	15441225	15441348	15404623	15405764	15444023	15444081
323	"ENSG00000229425"	"AJ009632.2"	chr21	-	15444023	15444081	15395462	15395497	15467287	15467380
329	"ENSG00000281903"	"LINC02246"	chr21	-	14853273	14853431	14825522	14825624	14857541	14857708
330	"ENSG00000281903"	"LINC02246"	chr21	-	14853273	14853431	14837181	14837823	14857541	14857708
356	"ENSG00000275993"	"SIK1B"	chr21	+	6119719	6120001	6119023	6119240	6120486	6120718
367	"ENSG00000184319"	"RPL23AP82"	chr22	+	50788749	50788798	50785172	50785293	50788891	50789353
369	"ENSG00000251322"	"SHANK3"	chr22	+	50711614	50711638	50705375	50706152	50714916	50715047
373	"ENSG00000254413"	"CHKB-CPT1B"	chr22	-	50579973	50580082	50579726	50579830	50580189	50580416
377	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50391866	50392015
378	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50393892	50394135
379	"ENSG00000100239"	"PPP6R2"	chr22	+	50391866	50392015	50372071	50372150	50393892	50394135
380	"ENSG00000100239"	"PPP6R2"	chr22	+	50391866	50392015	50388985	50389111	50393892	50394135
381	"ENSG00000100239"	"PPP6R2"	chr22	+	50418866	50418979	50416091	50416157	50419348	50419462
