ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6	"ENSG00000186866"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45269838	45270019	6	16	0	15,20	2,0	2227	149	0.220800773365	0.5637429269168294	1.0	0.334,1.0	0.333
20	"ENSG00000159267"	"HLCS"	chr21	-	36756541	36756980	36756541	36756755	36759726	36759841	20	0	26	2,4	10,11	374	149	0.00942145701995	0.06490112897897034	0.0	0.074,0.127	-0.101
23	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	23	2	336	4,2	146,175	166	149	0.67964541	0.990407180352915	0.005	0.024,0.01	-0.012
24	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542547	33542820	24	18	1	7,2	0,0	182	149	0.242242337752	0.5878789975131266	0.936	1.0,1.0	-0.064
27	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574124	32573283	32573368	32574575	32574676	27	0	2	2,2	0,0	905	149	5.22198188024e-08	9.33284206040671e-06	0.0	1.0,1.0	-1.0
28	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32574575	32576923	32574575	32574676	32578693	32578831	28	59	1	11,4	0,0	2396	149	0.365460985816	0.7450494241888923	0.786	1.0,1.0	-0.214
61	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	61	1	13	4,0	14,16	200	149	0.602549291696	0.9478795287346261	0.054	0.176,0.0	-0.034
66	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	66	1	2	1,4	3,6	191	149	0.884484695002	1.0	0.281	0.206,0.342	0.007
67	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534	67	5	2	0,0	4,0	233	149	1	1.0	0.615	0.0,NA	0.615
68	"ENSG00000100335"	"MIEF1"	chr22	+	39512231	39512494	39512317	39512494	39511848	39512026	68	0	2	0,4	0,0	235	149	1	1.0	0.0	NA,1.0	-1.0
