ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
17	"ENSG00000186866"	"POFUT2"	chr21	-	45267589	45267713	45263928	45265635	45269838	45270019
41	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43719222	43719381	43734068	43734123
45	"ENSG00000160207"	"HSF2BP"	chr21	-	43644288	43644392	43633262	43633421	43656586	43656737
96	"ENSG00000205622"	"AP001042.1"	chr21	-	38893960	38894285	38871243	38871594	38901900	38901965
111	"ENSG00000182670"	"TTC3"	chr21	+	37150819	37150884	37150077	37150170	37151892	37151958
112	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37158130	37158203
115	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37157160	37157214	37159698	37159745
116	"ENSG00000182670"	"TTC3"	chr21	+	37165549	37166615	37164050	37164215	37167554	37167620
118	"ENSG00000159267"	"HLCS"	chr21	-	36938831	36938994	36936448	36937392	36962035	36962170
119	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36938831	36938994	36947332	36948287
122	"ENSG00000159267"	"HLCS"	chr21	-	36947332	36948287	36946008	36946154	36962035	36962170
126	"ENSG00000185917"	"SETD4"	chr21	-	36053582	36053620	36045581	36046011	36057108	36057204
134	"ENSG00000243927"	"MRPS6"	chr21	+	34125340	34125480	34073577	34073745	34142407	34143030
139	"ENSG00000241837"	"ATP5PO"	chr21	-	33907340	33907453	33903934	33904021	33912288	33912399
141	"ENSG00000159131"	"GART"	chr21	-	33509782	33509920	33505973	33506104	33511251	33511458
142	"ENSG00000159131"	"GART"	chr21	-	33520363	33520562	33517356	33517608	33520905	33521015
145	"ENSG00000243646"	"IL10RB"	chr21	+	33288103	33288261	33283093	33283241	33296183	33296239
151	"ENSG00000159086"	"PAXBP1"	chr21	-	32743247	32743314	32738172	32738319	32743677	32743754
168	"ENSG00000166979"	"EVA1C"	chr21	+	32503925	32504015	32495116	32495170	32514813	32514880
181	"ENSG00000142207"	"URB1"	chr21	-	32353932	32354103	32352709	32352906	32354858	32354997
185	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31659692	31659841	31666448	31666518
188	"ENSG00000248476"	"BACH1-IT1"	chr21	+	29352578	29352663	29351633	29351813	29361030	29361243
189	"ENSG00000248476"	"BACH1-IT1"	chr21	+	29361030	29361243	29351633	29351813	29361551	29361894
206	"ENSG00000154727"	"GABPA"	chr21	+	25745209	25745354	25741572	25741675	25749035	25749120
245	"ENSG00000215386"	"MIR99AHG"	chr21	+	16214256	16214378	16181590	16181687	16231055	16231115
261	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16231055	16231115	16537378	16537439
262	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16419195	16419741	16537378	16537439
283	"ENSG00000155313"	"USP25"	chr21	+	15777903	15778027	15765996	15766141	15791501	15791664
284	"ENSG00000155313"	"USP25"	chr21	+	15824038	15824166	15818697	15818846	15824965	15825061
285	"ENSG00000155313"	"USP25"	chr21	+	15824965	15825061	15818697	15818846	15826203	15826365
287	"ENSG00000155313"	"USP25"	chr21	+	15833347	15833548	15831400	15831629	15864267	15864446
288	"ENSG00000155313"	"USP25"	chr21	+	15842397	15842540	15833347	15833548	15864267	15864446
292	"ENSG00000229425"	"AJ009632.2"	chr21	-	15383028	15383173	15370533	15370911	15390577	15390618
294	"ENSG00000229425"	"AJ009632.2"	chr21	-	15385621	15385689	15383028	15383173	15390577	15390618
296	"ENSG00000229425"	"AJ009632.2"	chr21	-	15393970	15394049	15390577	15390618	15394999	15395129
298	"ENSG00000229425"	"AJ009632.2"	chr21	-	15394472	15394506	15393970	15394049	15394999	15395129
306	"ENSG00000281903"	"LINC02246"	chr21	-	14853273	14853431	14825522	14825624	14857541	14857708
307	"ENSG00000281903"	"LINC02246"	chr21	-	14853273	14853431	14837181	14837823	14857541	14857708
310	"ENSG00000155304"	"HSPA13"	chr21	-	14375651	14375819	14371114	14374284	14378198	14378412
351	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50391866	50392015
352	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50372071	50372150	50393892	50394135
353	"ENSG00000100239"	"PPP6R2"	chr22	+	50391866	50392015	50372071	50372150	50393892	50394135
354	"ENSG00000100239"	"PPP6R2"	chr22	+	50391866	50392015	50388985	50389111	50393892	50394135
355	"ENSG00000100239"	"PPP6R2"	chr22	+	50418866	50418979	50416091	50416157	50419348	50419462
383	"ENSG00000054611"	"TBC1D22A"	chr22	+	46913333	46913446	46912073	46912188	46997633	46997709
384	"ENSG00000054611"	"TBC1D22A"	chr22	+	46974289	46974399	46912073	46912188	46997633	46997709
388	"ENSG00000186951"	"PPARA"	chr22	+	46175988	46176144	46151887	46151970	46176752	46176836
392	"ENSG00000186951"	"PPARA"	chr22	+	46219811	46220014	46218262	46218401	46231791	46232239
406	"ENSG00000093000"	"NUP50"	chr22	+	45183401	45183520	45181285	45181367	45184452	45184504
412	"ENSG00000100347"	"SAMM50"	chr22	+	43968730	43968818	43964451	43964553	43972235	43972342
424	"ENSG00000198951"	"NAGA"	chr22	-	42067764	42067936	42067112	42067290	42068438	42068574
429	"ENSG00000198911"	"SREBF2"	chr22	+	41897051	41897161	41894819	41894937	41898648	41898781
457	"ENSG00000100387"	"RBX1"	chr22	+	40967798	40967884	40964046	40964117	40972475	40973309
459	"ENSG00000196236"	"XPNPEP3"	chr22	+	40922332	40922513	40914238	40914324	40924361	40924482
460	"ENSG00000100372"	"SLC25A17"	chr22	-	40773936	40774019	40769629	40770981	40777039	40777135
477	"ENSG00000284431"	"AL022238.3"	chr22	+	40348396	40348646	40346528	40346711	40349831	40350035
487	"ENSG00000100335"	"MIEF1"	chr22	+	39511287	39511438	39504202	39504534	39511848	39512026
490	"ENSG00000128383"	"APOBEC3A"	chr22	+	38962097	38962213	38961386	38961681	38962494	38963183
498	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38656639	38656750	38668016	38668132
500	"ENSG00000100211"	"CBY1"	chr22	+	38665545	38665685	38656955	38657143	38668016	38668132
501	"ENSG00000100211"	"CBY1"	chr22	+	38667568	38667662	38656955	38657143	38668016	38668132
502	"ENSG00000184949"	"FAM227A"	chr22	-	38607388	38607476	38605253	38605348	38620211	38620291
506	"ENSG00000100201"	"DDX17"	chr22	-	38487878	38492115	38485680	38486440	38493709	38493771
508	"ENSG00000100201"	"DDX17"	chr22	-	38495795	38495937	38494885	38495046	38498084	38498150
519	"ENSG00000100129"	"EIF3L"	chr22	+	37855564	37855644	37851279	37851490	37862968	37863033
520	"ENSG00000100129"	"EIF3L"	chr22	+	37858678	37858740	37851279	37851490	37862968	37863033
522	"ENSG00000100129"	"EIF3L"	chr22	+	37858678	37858740	37855564	37855644	37862968	37863033
523	"ENSG00000100129"	"EIF3L"	chr22	+	37886764	37886845	37877673	37878171	37888425	37888479
586	"ENSG00000133424"	"LARGE1"	chr22	-	33650366	33650668	33626243	33626326	33761370	33761476
618	"ENSG00000198089"	"SFI1"	chr22	+	31561289	31561392	31556941	31557059	31573057	31573214
629	"ENSG00000138942"	"RNF185"	chr22	+	31192683	31192702	31160182	31160303	31196935	31197045
668	"ENSG00000100330"	"MTMR3"	chr22	+	30007113	30007319	30002879	30002993	30007900	30007975
677	"ENSG00000100325"	"ASCC2"	chr22	-	29832244	29832342	29825621	29825780	29834488	29834550
678	"ENSG00000100325"	"ASCC2"	chr22	-	29833540	29833614	29825621	29825780	29834488	29834550
700	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29286922	29287134	29292136	29292169
702	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29288605	29288786	29292136	29292169
703	"ENSG00000182944"	"EWSR1"	chr22	+	29291564	29291599	29288605	29288786	29292136	29292169
710	"ENSG00000100209"	"HSCB"	chr22	+	28745863	28746008	28744614	28744704	28751240	28751288
