ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37158130	37158203	37156654	37156906	37159698	37159745	7	14	8	22,11	9,16	203	222	0.574917695653	0.8285745643378464	0.657	0.728,0.429	0.079
8	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36947332	36948287	36938831	36938994	36962035	36962170	8	3	13	11,4	10,0	1104	295	0.0220946308121	0.11447608895008117	0.058	0.227,1.0	-0.555
9	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36948165	36948287	36938831	36938994	36962035	36962170	9	0	13	2,0	10,0	271	295	1	1.0	0.0	0.179,NA	-0.179
11	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32584160	32584305	32602271	32602367	32582199	32582415	32603160	32603292	11	22	7	9,4	2,0	245	294	0.041416848914	0.17288118331849273	0.79	0.844,1.0	-0.132
18	"ENSG00000215386"	"MIR99AHG"	chr21	+	16231055	16231115	16391613	16391685	16181590	16181687	16487489	16488346	18	3	20	4,0	21,0	209	221	1	1.0	0.137	0.168,NA	-0.031
23	"ENSG00000215386"	"MIR99AHG"	chr21	+	16487489	16487538	16537378	16537439	16419398	16419741	16606993	16607087	23	15	9	6,0	2,2	198	210	0.424442115519	0.7070803260816236	0.639	0.761,0.0	0.259
24	"ENSG00000215386"	"MIR99AHG"	chr21	+	16521718	16521816	16535033	16535709	16487489	16487538	16537378	16537439	24	2	30	0,0	39,19	247	825	0.0744166584011	0.2571959627440861	0.182	0.0,0.0	0.182
26	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16589352	16589540	16487489	16487538	16594339	16594454	26	62	2	31,0	4,4	210	337	0.00649590072077	0.051630905728844934	0.98	0.926,0.0	0.517
27	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16594339	16594454	16487489	16487538	16606993	16607087	27	54	22	23,2	2,0	210	264	0.000663370430618	0.010380502923785577	0.755	0.935,1.0	-0.213
28	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16589352	16589467	16537378	16537439	16594339	16594454	28	2	6	0,0	4,0	185	264	1	1.0	0.322	0.0,NA	0.322
29	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16589352	16589540	16537378	16537439	16594339	16594454	29	2	7	0,0	6,4	185	337	0.00496611133427	0.04471032951254812	0.342	0.0,0.0	0.342
30	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16589352	16589557	16537378	16537439	16594339	16594454	30	2	8	0,0	6,4	185	354	0.00578451954169	0.047837838912443274	0.324	0.0,0.0	0.324
31	"ENSG00000215386"	"MIR99AHG"	chr21	+	16564773	16564809	16594339	16594454	16537378	16537439	16606993	16607135	31	2	42	0,0	14,0	185	264	1	1.0	0.064	0.0,NA	0.064
33	"ENSG00000229425"	"AJ009632.2"	chr21	-	15393970	15394049	15394472	15394506	15390577	15390618	15394999	15395129	33	2	0	0,4	2,0	183	228	0.151290932501	0.401155422842637	1.0	0.0,1.0	0.5
38	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135	38	22	1	15,4	2,2	275	298	0.224088075336	0.501183435677833	0.96	0.89,0.684	0.173
44	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	44	2	48	6,0	36,32	216	301	0.478991934698	0.7486368553523862	0.055	0.188,0.0	-0.039
45	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132	45	2	5	4,4	8,1	337	289	0.231245142355	0.5111975453428493	0.255	0.3,0.774	-0.282
47	"ENSG00000100129"	"EIF3L"	chr22	+	37855564	37855644	37858678	37858740	37851279	37851490	37862968	37863038	47	262	180	102,94	89,56	229	211	0.76925882973	0.9498488229514784	0.573	0.514,0.607	0.012
55	"ENSG00000133424"	"LARGE1"	chr22	-	33283201	33283348	33304228	33304507	33277059	33277255	33316084	33316248	55	2	4	0,2	0,2	428	296	1	1.0	0.257	NA,0.409	-0.152
56	"ENSG00000133424"	"LARGE1"	chr22	-	33304228	33304507	33316084	33316248	33283201	33283348	33337645	33337801	56	0	14	0,3	2,0	313	428	0.00792438486213	0.056917704795520704	0.0	0.0,1.0	-0.5
57	"ENSG00000133424"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044	57	10	0	4,17	0,3	305	313	0.191844735691	0.4624885074468157	1.0	1.0,0.853	0.074
58	"ENSG00000133424"	"LARGE1"	chr22	-	33337645	33337801	33381918	33382044	33316084	33316248	33384191	33384304	58	25	0	4,9	2,8	275	305	9.99693050641e-06	0.0005607893516768841	1.0	0.689,0.555	0.378
59	"ENSG00000133424"	"LARGE1"	chr22	-	33650366	33650668	33761370	33761558	33626243	33626326	33856739	33856802	59	15	2	16,11	0,0	337	451	0.282161442129	0.567239784073255	0.909	1.0,1.0	-0.091
65	"ENSG00000159873"	"CCDC117"	chr22	+	28773724	28773778	28780947	28781172	28772673	28773034	28783507	28783645	65	1	186	0,0	85,47	203	374	1	1.0	0.01	0.0,0.0	0.01
66	"ENSG00000183765"	"CHEK2"	chr22	-	28724564	28724923	28724976	28725124	28719394	28719485	28725242	28725367	66	26	1	18,9	0,0	297	508	0.404226573312	0.6887435247377943	0.978	1.0,1.0	-0.022
67	"ENSG00000183765"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28711908	28712017	28725242	28725367	67	20	1	7,11	0,0	297	187	0.23500566321	0.5134374833246801	0.926	1.0,1.0	-0.074
68	"ENSG00000183765"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28719394	28719485	28725242	28725367	68	26	1	18,9	0,0	297	187	0.249954506785	0.5302671245758873	0.942	1.0,1.0	-0.058
72	"ENSG00000100077"	"GRK3"	chr22	+	25674436	25674528	25678815	25678915	25672295	25672347	25685169	25685248	72	18	14	49,8	29,10	241	249	0.867080057958	1.0	0.571	0.636,0.453	0.026
74	"ENSG00000228315"	"GUSBP11"	chr22	-	23695172	23695517	23700725	23700845	23683724	23683867	23705428	23705541	74	4	1	1,4	1,2	269	494	0.604372269467	0.8483897545886616	0.88	0.647,0.786	0.163
77	"ENSG00000229236"	"TTTY10"	chrY	-	20518887	20519000	20519035	20519233	20518270	20518329	20521131	20521300	77	1	0	3,2	6,0	347	262	0.00907384940489	0.06302004455729555	1.0	0.274,1.0	0.363
78	"ENSG00000012817"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857	78	26	26	34,19	41,22	320	284	0.6236518318	0.8617793588826012	0.47	0.424,0.434	0.041
