ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000160294"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46246627	46246886	1	11	10	9,9	13,22	298	149	0.152855152246	0.3354454083273547	0.355	0.257,0.17	0.141
11	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38905423	38904229	38904483	38904954	38905423	11	11	0	104,174	0,2	298	149	1	1.0	1.0	1.0,0.978	0.011
16	"ENSG00000182670"	"TTC3"	chr21	+	37087832	37088346	37087832	37087875	37088195	37088346	16	5	45	12,15	62,35	298	149	0.0465272009326	0.13699675830154445	0.053	0.088,0.176	-0.079
17	"ENSG00000185917"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251	17	10	2	17,7	0,2	273	149	0.141599793483	0.317188054141744	0.732	1.0,0.656	-0.096
18	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33906448	33906500	33907340	33907453	18	12	1	11,6	0,0	298	149	0.540927251405	0.7728711338741836	0.857	1.0,1.0	-0.143
20	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574676	32573283	32573368	32574575	32574676	20	0	2	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
23	"ENSG00000156261"	"CCT8"	chr21	-	29066715	29067071	29066715	29066777	29066890	29067071	23	9	289	20,12	110,75	262	149	5.5204430246e-06	0.00014910504284712886	0.017	0.094,0.083	-0.071
24	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	24	18	65	95,77	32,42	298	149	2.84540169204e-11	4.7016078546708e-09	0.122	0.597,0.478	-0.415
25	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	25	38	17	71,110	13,27	298	149	0.0520274583288	0.1494326487173816	0.528	0.732,0.671	-0.173
57	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	57	2	6	0,2	6,4	298	149	0.206067896551	0.4176033122139532	0.143	0.0,0.2	0.043
62	"ENSG00000100242"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	62	0	8	2,6	8,2	298	149	0.00207434108726	0.014351783532298866	0.0	0.111,0.6	-0.355
64	"ENSG00000100201"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	64	194	243	626,301	83,90	298	149	3.76365605348e-14	7.551507038732372e-12	0.285	0.79,0.626	-0.423
71	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	71	0	2	2,0	3,6	298	149	0.799044154471	0.9775762325387799	0.0	0.25,0.0	-0.125
81	"ENSG00000198832"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	81	4	0	7,0	0,2	298	149	0.0340919483275	0.10772135303931103	1.0	1.0,0.0	0.5
85	"ENSG00000186575"	"NF2"	chr22	+	29683019	29683915	29683019	29683064	29683700	29683915	85	2	1	7,5	0,0	298	149	0.0507909683415	0.14663086338260378	0.5	1.0,1.0	-0.5
87	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	87	45	3	45,19	3,4	298	149	0.540003879259	0.7719444767626111	0.882	0.882,0.704	0.089
88	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	88	46	2	48,20	7,0	298	149	0.34747657165	0.579657665851766	0.92	0.774,1.0	0.033
89	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	89	14	2	23,14	0,0	298	149	0.0485155420763	0.14225486189178152	0.778	1.0,1.0	-0.222
90	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	90	5	1	4,11	0,0	298	149	0.235444306949	0.4551707214175781	0.714	1.0,1.0	-0.286
