ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000271254"	"AC240274.1"	chrKI270711.1	-	27336	27439	26290	26505	29278	29488	1	4	0	2,0	0,5	252	149	0.00184466076487	0.02820327601014217	1.0	1.0,0.0	0.5
16	"ENSG00000186866"	"POFUT2"	chr21	-	45266021	45266227	45263927	45265635	45267589	45267713	16	6	2	2,0	3,10	298	149	0.000298184121195	0.007961369147176846	0.6	0.25,0.0	0.475
17	"ENSG00000186866"	"POFUT2"	chr21	-	45267589	45267713	45263928	45265635	45269838	45270019	17	8	0	5,12	2,0	273	149	0.59130586866	1.0	1.0	0.577,1.0	0.212
22	"ENSG00000186866"	"POFUT2"	chr21	-	45285268	45285328	45283351	45283527	45285677	45285928	22	2	5	0,0	6,6	209	149	0.0617638762164	0.3076958942015732	0.222	0.0,0.0	0.222
41	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43719222	43719381	43734068	43734123	41	0	5	0,2	4,15	298	149	0.29175612944	0.8239250861351048	0.0	0.0,0.062	-0.031
45	"ENSG00000160207"	"HSF2BP"	chr21	-	43644288	43644392	43633262	43633421	43656586	43656737	45	2	0	4,0	0,2	253	149	0.0433101851598	0.23959296102691097	1.0	1.0,0.0	0.5
48	"ENSG00000160194"	"NDUFV3"	chr21	+	42903181	42904276	42896926	42897047	42908863	42909105	48	43	46	34,51	16,13	298	149	0.00116758259954	0.020546421069827275	0.319	0.515,0.662	-0.27
90	"ENSG00000183527"	"PSMG1"	chr21	-	39179923	39179986	39178448	39178647	39180284	39180436	90	83	15	54,39	4,0	212	149	0.00163118983619	0.02592976122548044	0.795	0.905,1.0	-0.157
96	"ENSG00000205622"	"AP001042.1"	chr21	-	38893960	38894285	38871243	38871594	38901900	38901965	96	0	3	21,42	10,3	298	149	6.59266885056e-05	0.0026470780763679556	0.0	0.512,0.875	-0.694
99	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38904483	38901900	38901965	38904954	38905423	99	1	2	28,19	237,234	298	149	0.289881292597	0.8221817347633347	0.2	0.056,0.039	0.153
101	"ENSG00000157557"	"ETS2"	chr21	+	38806450	38806808	38805950	38806120	38810034	38810106	101	4	12	0,0	3,10	298	149	0.00362668302827	0.04402378950329989	0.143	0.0,0.0	0.143
102	"ENSG00000157557"	"ETS2"	chr21	+	38806690	38806808	38805982	38806120	38810034	38810106	102	4	12	0,0	3,10	267	149	0.00276754116246	0.03699154895322614	0.157	0.0,0.0	0.157
107	"ENSG00000182670"	"TTC3"	chr21	+	37094004	37094090	37091292	37091413	37095349	37095444	107	100	1	186,104	4,0	235	149	0.59409441171	1.0	0.984	0.967,1.0	0.0
109	"ENSG00000182670"	"TTC3"	chr21	+	37121816	37121979	37107737	37108446	37122982	37123028	109	149	0	216,88	2,0	298	149	1	1.0	1.0	0.982,1.0	0.009
110	"ENSG00000182670"	"TTC3"	chr21	+	37148545	37148647	37147480	37147603	37150077	37150170	110	136	0	173,94	0,2	251	149	1	1.0	1.0	1.0,0.965	0.018
111	"ENSG00000182670"	"TTC3"	chr21	+	37150819	37150884	37150077	37150170	37151892	37151958	111	180	2	255,163	0,0	214	149	0.554877716079	1.0	0.984	1.0,1.0	-0.016
112	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37158130	37158203	112	8	4	5,2	2,16	203	149	0.108913344021	0.4509628148157525	0.595	0.647,0.084	0.229
113	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37159698	37159745	113	14	48	22,11	64,38	203	149	0.786092795215	1.0	0.176	0.201,0.175	-0.012
114	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37156654	37156906	37159698	37159745	114	8	48	9,16	64,38	222	149	0.357307060716	0.8958502459029581	0.101	0.086,0.22	-0.052
