ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSG00000182871"	"COL18A1"	chr21	+	45494544	45494571	45494861	45494915	45493500	45493575	45495357	45495432	0	69	360	41	160	176	203	0.280714508241	0.38106041842669686	0.181	0.228	-0.047
11	"ENSG00000241837"	"ATP5PO"	chr21	-	33907340	33907453	33909081	33909211	33903934	33904021	33912288	33912399	11	1419	1463	2489	1900	279	262	0.0443943372333	0.07981858577904967	0.477	0.552	-0.075
12	"ENSG00000166979"	"EVA1C"	chr21	+	32495026	32495170	32501414	32501495	32467695	32467848	32514813	32515389	12	29	1	145	0	293	230	0.281163299093	0.3811768418949645	0.958	1.0	-0.042
14	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32584160	32584305	32602271	32602367	32582199	32582415	32603160	32603292	14	135	26	372	0	245	294	8.99169627644e-13	4.720640545131e-11	0.862	1.0	-0.138
16	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32607648	32607716	32609837	32610005	32604124	32604283	32612104	32612146	16	85	52	300	129	298	217	0.16058326245	0.23927526582042555	0.543	0.629	-0.086
17	"ENSG00000142168"	"SOD1"	chr21	+	31663789	31663886	31666448	31666518	31659692	31659841	31667257	31667375	17	9449	7917	3051	1360	246	219	1.5285621909e-05	9.668616267740964e-05	0.515	0.666	-0.151
31	"ENSG00000215386"	"MIR99AHG"	chr21	+	16537378	16537439	16594339	16594454	16487489	16487538	16606993	16607087	31	38	2	58	0	210	264	0.928715016343	0.9752745837628499	0.96	1.0	-0.04
39	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6492197	6493043	6493110	6487362	6487412	6495992	6496080	39	2	0	7	9	216	216	0.00144270030639	0.0044751412753604135	1.0	0.438	0.562
41	"ENSG00000184164"	"CRELD2"	chr22	+	49923233	49923317	49924359	49924455	49922611	49922707	49925416	49925557	41	329	290	333	356	233	245	0.282644596718	0.38228178947211844	0.544	0.496	0.048
42	"ENSG00000054611"	"TBC1D22A"	chr22	+	46797443	46797620	46878652	46878723	46793500	46793841	46891265	46891394	42	55	28	109	76	298	220	0.297506881698	0.39819276709101337	0.592	0.514	0.078
43	"ENSG00000054611"	"TBC1D22A"	chr22	+	46913333	46913446	46974289	46974399	46912073	46912188	46997633	46997709	43	4	149	0	294	262	259	0.346544420153	0.45033618955525995	0.026	0.0	0.026
44	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44714590	44714671	44725243	44725292	44702232	44702608	44726576	44726634	44	34	44	0	23	230	198	2.81574102368e-07	3.417951531634682e-06	0.399	0.0	0.399
46	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40964046	40964117	40951377	40951476	40967798	40967884	46	268	557	769	965	228	220	0.00242566030359	0.006968381173103967	0.317	0.435	-0.118
47	"ENSG00000100387"	"RBX1"	chr22	+	40953554	40953633	40967798	40967884	40951377	40951476	40972475	40973309	47	279	686	759	1339	228	235	0.0429926590224	0.0776307686560963	0.295	0.369	-0.074
48	"ENSG00000100387"	"RBX1"	chr22	+	40964046	40964117	40967798	40967884	40953554	40953633	40972475	40973309	48	340	676	1202	1349	220	235	0.000378372296275	0.0014316789588783784	0.349	0.488	-0.139
50	"ENSG00000100372"	"SLC25A17"	chr22	-	40784512	40784604	40792524	40792676	40779008	40779125	40794513	40794580	50	63	1	167	0	298	241	0.451833391536	0.5584995726134196	0.981	1.0	-0.019
51	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40794513	40794580	40779008	40779125	40799022	40799083	51	6	33	0	130	216	298	5.46975162655e-05	0.00027479613434820574	0.201	0.0	0.201
52	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132	52	8	17	41	50	298	289	0.217205065521	0.30840517044462473	0.313	0.443	-0.13
54	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833109	37833158	37833206	37832636	37832744	37833683	37833755	54	2	53	80	240	197	298	2.497933058e-05	0.00014571276171666665	0.054	0.335	-0.281
55	"ENSG00000100365"	"NCF4"	chr22	+	36864918	36865072	36867391	36867462	36860987	36861203	36870414	36870542	55	0	86	5	296	298	220	0.728262059167	0.8080111447795563	0.0	0.012	-0.012
62	"ENSG00000133424"	"LARGE1"	chr22	-	33283201	33283348	33304228	33304507	33277059	33277255	33316084	33316248	62	10	22	21	14	298	296	0.0180165528706	0.037423106852878335	0.311	0.598	-0.287
64	"ENSG00000133424"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044	64	9	10	0	21	298	298	5.41000742416e-06	4.101449671745848e-05	0.474	0.0	0.474
66	"ENSG00000100150"	"DEPDC5"	chr22	+	31876086	31876265	31879524	31879752	31874272	31874405	31893581	31893751	66	0	55	7	23	298	298	5.40599301507e-05	0.0002735562730517349	0.0	0.233	-0.233
67	"ENSG00000100150"	"DEPDC5"	chr22	+	31876156	31876265	31879524	31879752	31874272	31874405	31893581	31893751	67	31	55	42	23	258	298	0.00104721308655	0.003425463367219626	0.394	0.678	-0.284
68	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30613042	30614348	30614501	30610870	30611063	30615300	30615473	68	78	142	176	344	298	298	0.759510606452	0.8346270400571427	0.355	0.338	0.017
69	"ENSG00000185339"	"TCN2"	chr22	+	30612884	30613042	30614348	30614501	30610870	30611063	30615300	30615473	69	7	142	0	344	298	298	0.00592740060933	0.014941081674208632	0.047	0.0	0.047
70	"ENSG00000248751"	"AC004997.1"	chr22	-	30288705	30288776	30292772	30292851	30287372	30287560	30293650	30293805	70	87	9	125	0	228	220	0.000240865706574	0.000968999968975862	0.903	1.0	-0.097
71	"ENSG00000100325"	"ASCC2"	chr22	-	29832244	29832342	29833540	29833614	29825621	29825780	29834488	29834550	71	5	40	12	97	223	247	0.965044620901	1.0	0.122	0.121	0.001
74	"ENSG00000186998"	"EMID1"	chr22	+	29254202	29254287	29255270	29255361	29243444	29243489	29258816	29259597	74	50	5	208	77	234	240	0.00174888213059	0.0052996428199696965	0.911	0.735	0.176
75	"ENSG00000159873"	"CCDC117"	chr22	+	28773724	28773778	28780947	28781172	28772673	28773034	28783507	28783645	75	4	13	3	109	203	298	0.00785839283955	0.018731696893365492	0.311	0.039	0.272
76	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744704	28745863	28746008	28743881	28743978	28751240	28751288	76	82	81	231	25	239	294	2.99760216649e-15	3.1474822748145003e-13	0.555	0.919	-0.364
77	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28745863	28746008	28743881	28743978	28751240	28751288	77	95	81	216	25	244	294	8.28115354068e-13	4.459082675750769e-11	0.586	0.912	-0.326
86	"ENSG00000228315"	"GUSBP11"	chr22	-	23686830	23686995	23690235	23690356	23683724	23683867	23694118	23695517	86	12	0	61	1	270	298	0.634291508148	0.7270808772438865	1.0	0.985	0.015
87	"ENSG00000228315"	"GUSBP11"	chr22	-	23695172	23695517	23700725	23700845	23683724	23683867	23705428	23705541	87	2	5	9	8	269	298	0.188159960619	0.274399942569375	0.307	0.555	-0.248
88	"ENSG00000100030"	"MAPK1"	chr22	-	21788256	21788388	21788693	21788808	21772872	21772982	21799011	21799128	88	8	51	243	273	264	281	1.1082614757e-06	1.0824879530093023e-05	0.143	0.487	-0.344
89	"ENSG00000015475"	"BID"	chr22	-	17743802	17744013	17750104	17750174	17739348	17739488	17774380	17774495	89	101	307	90	223	219	298	0.355970962087	0.46059089364306843	0.309	0.354	-0.045
92	"ENSG00000012817"	"KDM5D"	chrY	-	19739527	19739662	19741317	19741488	19735620	19735750	19741734	19741857	92	25	2	87	98	298	284	1.16586506682e-06	1.1282565162774193e-05	0.923	0.458	0.465
93	"ENSG00000012817"	"KDM5D"	chrY	-	19741317	19741488	19741734	19741857	19739527	19739662	19743161	19743239	93	22	6	92	120	272	298	0.000426763252764	0.0015939893594760213	0.801	0.457	0.344
