IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
63	4	71,103	0,11	182	149
1	1	7,3	0,0	229	149
0	3	6,2	1,3	218	149
8	84	20,10	65,73	180	149
8	10	9,5	16,16	180	149
3	197	42,33	420,1058	274	149
1	0	23,23	0,1	274	149
0	613	11,0	362,687	199	149
1	595	8,4	387,666	263	149
14	11	17,3	16,9	354	149
1	1	0,1	1,1	158	149
528	1	71,215	0,0	273	149
1	1	0,2	0,0	280	149
5	219	0,3	34,121	332	149
57	40	3,36	6,22	280	149
46	8	168,516	252,704	874	149
5	8	19,66	252,704	199	149
50	2473	39,38	589,1063	254	149
593	2	306,522	0,0	881	149
22	8	25,27	6,6	982	149
29	1516	29,44	527,1553	1041	149
58	1	37,52	0,2	665	149
5	2	3,4	0,0	153	149
6	225	3,3	89,258	153	149
7	1	0,4	8,9	161	149
119	54	168,56	54,36	166	149
29	9	66,169	4,20	158	149
11	9	10,23	4,20	201	149
10	28	6,10	62,156	192	149
1	3	7,13	0,0	158	149
0	2	1,0	0,2	159	149
3	0	3,5	5,1	159	149
8	2	16,10	0,2	369	149
3	31	32,18	64,85	296	149
11	17	17,15	12,33	208	149
22	153	9,26	70,122	204	149
109	1	142,117	0,1	2483	149
121	1	160,138	0,0	171	149
1324	2	726,744	0,0	889	149
34	675	65,14	191,330	267	149
4	0	5,6	2,0	223	149
0	1	2,0	0,2	189	149
0	21	1,4	19,62	215	149
41	4	21,71	2,6	155	149
1	1170	10,0	528,757	220	149
95	1	54,66	0,1	350	149
28	79	66,33	61,100	200	149
1	64	8,3	153,181	153	149
7	59	12,11	55,49	381	149
77	7	69,76	15,10	153	149
0	49	1,1	61,41	173	149
1	33	1,1	17,34	177	149
17	101	25,17	34,76	316	149
16	101	23,17	34,76	317	149
112	6	312,392	1,6	230	149
0	1	2,3	0,1	196	149
3	56	2,9	15,44	196	149
0	23	1,3	5,60	164	149
60	1	22,79	0,0	180	149
16	2	13,22	0,0	180	149
1457	2	1809,1270	0,0	2993	149
1451	10	1802,1255	6,7	2962	149
132	0	115,86	0,2	534	149
194	1	46,127	4,1	204	149
17	60	17,11	25,58	154	149
4	12	1,2	1,15	154	149
12	0	12,13	1,0	162	149
48	0	40,11	0,4	562	149
18	8	8,17	7,15	240	149
90	0	124,93	4,3	236	149
287	11	27,193	0,10	197	149
4	12	17,4	5,3	156	149
31	12	70,19	57,8	153	149
285	0	556,289	0,4	1203	149
302	0	591,301	0,1	1203	149
16	4	9,43	0,8	208	149
0	1	0,2	0,11	165	149
2	72	5,3	70,74	160	149
21	1	26,9	0,0	205	149
52	5	17,24	0,0	211	149
260	0	550,545	2,0	1890	149
168	11	398,168	12,7	227	149
5	1	18,8	14,2	180	149
429	0	572,349	0,1	521	149
485	3	628,390	3,3	521	149
73	4	130,59	1,0	799	149
4499	54	29,480	0,0	401	149
1	1	7,0	0,3	184	149
0	3	7,0	1,5	184	149
4	109	16,9	96,79	184	149
2	3	10,3	0,0	198	149
7	16	25,17	17,28	327	149
0	4	1,0	6,9	154	149
9	6	1,1	0,0	154	149
2	17	1,5	32,35	210	149
5037	0	3283,5355	0,1	168	149
1	1	0,0	3,2	153	149
10	78	34,8	22,45	431	149
90	1	351,372	0,0	275	149
28	69	159,65	183,284	365	149
