ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
161	"ENSG00000108107"	"RPL28"	chr19	+	55386569	55388048	55386569	55386693	55387929	55388048	161	0	2	0,2	4,6	298	149	0.673083777387	1.0	0.0	0.0,0.143	-0.071
207	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491039	49491099	207	0	6	0,2	4,10	298	149	0.413096633962	1.0	0.0	0.0,0.091	-0.045
251	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	251	0	8	0,2	4,4	244	149	0.749704405429	1.0	0.0	0.0,0.234	-0.117
359	"ENSG00000214046"	"SMIM7"	chr19	-	16646147	16647261	16646147	16646800	16647095	16647261	359	2	2	4,4	0,0	298	149	0.000331123494975	0.014017561287275	0.333	1.0,1.0	-0.667
431	"ENSG00000090674"	"MCOLN1"	chr19	+	7527519	7527960	7527519	7527628	7527863	7527960	431	0	2	0,2	0,2	298	149	1	1.0	0.0	NA,0.333	-0.333
514	"ENSG00000087460"	"GNAS"	chr20	+	58909349	58909579	58909349	58909423	58909520	58909579	514	0	4	2,0	0,8	246	149	0.196219748979	0.8593071765632069	0.0	1.0,0.0	-0.5
672	"ENSG00000101557"	"USP14"	chr18	+	209970	210493	209970	210031	210385	210493	672	2	0	0,0	0,2	298	149	1	1.0	1.0	NA,0.0	1.0
691	"ENSG00000185624"	"P4HB"	chr17	-	81845143	81845742	81845143	81845230	81845560	81845742	691	2	10	0,0	16,22	298	149	0.30092123098	1.0	0.091	0.0,0.0	0.091
914	"ENSG00000108298"	"RPL19"	chr17	+	39202316	39203109	39202316	39202439	39202988	39203109	914	0	28	8,0	18,29	298	149	0.0109611221162	0.1540866501954	0.0	0.182,0.0	-0.091
1125	"ENSG00000051523"	"CYBA"	chr16	-	88646754	88647175	88646754	88646838	88647100	88647175	1125	0	4	2,0	2,16	298	149	0.68749089476	1.0	0.0	0.333,0.0	-0.167
1162	"ENSG00000090861"	"AARS1"	chr16	-	70258032	70259186	70258032	70258217	70258979	70259186	1162	0	2	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
1214	"ENSG00000125148"	"MT2A"	chr16	+	56608583	56609057	56608583	56608683	56608991	56609057	1214	0	10	4,0	2,22	298	149	0.0753959001348	0.4559656817676	0.0	0.5,0.0	-0.25
1319	"ENSG00000008517"	"IL32"	chr16	+	3065639	3065826	3065639	3065687	3065783	3065826	1319	0	4	0,2	0,0	245	149	1	1.0	0.0	NA,1.0	-1.0
1320	"ENSG00000008517"	"IL32"	chr16	+	3067376	3067613	3067376	3067415	3067553	3067613	1320	2	4	0,0	0,4	287	149	1	1.0	0.206	NA,0.0	0.206
1512	"ENSG00000213614"	"HEXA"	chr15	-	72353690	72355624	72353690	72353737	72355558	72355624	1512	0	2	0,2	2,2	298	149	0.695244222636	1.0	0.0	0.0,0.333	-0.167
1520	"ENSG00000166794"	"PPIB"	chr15	-	64156724	64160197	64156724	64156909	64160103	64160197	1520	0	2	0,5	0,4	298	149	1	1.0	0.0	NA,0.385	-0.385
1728	"ENSG00000103811"	"CTSH"	chr15	-	78931450	78935082	78931450	78932458	78934977	78935082	1728	0	4	2,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
1780	"ENSG00000100911"	"PSME2"	chr14	-	24145709	24146240	24145709	24145772	24146207	24146240	1780	2	2	0,0	0,6	298	149	1	1.0	0.333	NA,0.0	0.333
1996	"ENSG00000175061"	"SNHG29"	chr17	+	16439326	16439703	16439326	16439414	16439527	16439703	1996	0	2	2,0	0,2	262	149	0.206680982573	0.8602518090266452	0.0	1.0,0.0	-0.5
2025	"ENSG00000204628"	"RACK1"	chr5	-	181236928	181237719	181236928	181237042	181237608	181237719	2025	2	4	0,0	10,12	298	149	0.103250662197	0.5043397730391923	0.2	0.0,0.0	0.2
2029	"ENSG00000204628"	"RACK1"	chr5	-	181241491	181242345	181241491	181241639	181242173	181242345	2029	0	4	0,2	4,14	298	149	0.293167108724	1.0	0.0	0.0,0.067	-0.034
2191	"ENSG00000133835"	"HSD17B4"	chr5	+	119492099	119493946	119492099	119492124	119493817	119493946	2191	0	6	0,2	2,2	298	149	0.685143401728	1.0	0.0	0.0,0.333	-0.167
2272	"ENSG00000204344"	"STK19"	chr6	+	31979413	31980548	31979413	31979553	31980450	31980548	2272	2	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
2285	"ENSG00000161960"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576692	7577055	7577165	2285	0	4	4,0	2,2	298	149	0.0308245517661	0.2584119855284687	0.0	0.5,0.0	-0.25
2354	"ENSG00000250722"	"SELENOP"	chr5	-	42804655	42807108	42804655	42804773	42806895	42807108	2354	4	41	0,0	4,6	298	149	0.0672328603885	0.426928663466975	0.047	0.0,0.0	0.047
2361	"ENSG00000171557"	"FGG"	chr4	-	154609629	154610197	154609629	154609763	154610066	154610197	2361	2	91	0,0	24,83	298	149	1	1.0	0.011	0.0,0.0	0.011
2363	"ENSG00000171557"	"FGG"	chr4	-	154612017	154612435	154612017	154612167	154612390	154612435	2363	69	4	8,61	0,0	298	149	0.00621093199606	0.1540866501954	0.896	1.0,1.0	-0.104
2364	"ENSG00000171557"	"FGG"	chr4	-	154612017	154612435	154612017	154612201	154612390	154612435	2364	0	95	0,2	4,110	298	149	1	1.0	0.0	0.0,0.009	-0.004
2375	"ENSG00000100650"	"SRSF5"	chr14	+	69768797	69770540	69768797	69769251	69770466	69770540	2375	4	4	0,0	0,2	298	149	1	1.0	0.333	NA,0.0	0.333
2404	"ENSG00000126522"	"ASL"	chr7	+	66089090	66089335	66089090	66089175	66089275	66089335	2404	0	6	0,2	2,3	249	149	0.673388052855	1.0	0.0	0.0,0.285	-0.142
2418	"ENSG00000070756"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718086	100718280	2418	0	6	2,0	8,4	298	149	0.517034499137	1.0	0.0	0.111,0.0	-0.056
2469	"ENSG00000055955"	"ITIH4"	chr3	-	52818051	52818283	52818051	52818168	52818256	52818283	2469	0	50	4,0	0,0	237	149	1	1.0	0.0	1.0,NA	-1.0
2470	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819990	52819753	52819792	52819939	52819990	2470	2	4	0,0	0,2	296	149	1	1.0	0.201	NA,0.0	0.201
2471	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819990	52819753	52819807	52819939	52819990	2471	2	2	0,0	0,4	281	149	1	1.0	0.347	NA,0.0	0.347
2482	"ENSG00000243649"	"CFB"	chr6	+	31947944	31948512	31947944	31948081	31948373	31948512	2482	2	30	0,2	0,8	298	149	1	1.0	0.032	NA,0.111	-0.079
2484	"ENSG00000243649"	"CFB"	chr6	+	31951554	31952084	31951554	31951604	31951874	31952084	2484	2	6	0,2	0,2	298	149	1	1.0	0.143	NA,0.333	-0.19
2512	"ENSG00000148719"	"DNAJB12"	chr10	-	72332829	72335931	72332829	72334617	72335779	72335931	2512	0	2	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
2667	"ENSG00000156976"	"EIF4A2"	chr3	+	186784563	186786051	186784563	186784696	186785882	186786051	2667	0	2	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
2684	"ENSG00000161204"	"ABCF3"	chr3	+	184187396	184187761	184187396	184187443	184187663	184187761	2684	0	2	4,0	0,2	298	149	0.0398118600756	0.2855983815191945	0.0	1.0,0.0	-0.5
2709	"ENSG00000100151"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	2709	2	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
2875	"ENSG00000156508"	"EEF1A1"	chr6	-	73518697	73519228	73518697	73518848	73518931	73519228	2875	0	28	0,2	12,26	232	149	0.350916254729	1.0	0.0	0.0,0.047	-0.024
2905	"ENSG00000121410"	"A1BG"	chr19	-	58351390	58352555	58351390	58351687	58352282	58352555	2905	2	6	0,0	0,2	298	149	1	1.0	0.143	NA,0.0	0.143
3013	"ENSG00000231500"	"RPS18"	chr6	+	33275964	33276267	33275964	33276066	33276175	33276267	3013	2	6	0,2	8,4	258	149	0.181191118013	0.852269332875963	0.161	0.0,0.224	0.049
3224	"ENSG00000142534"	"RPS11"	chr19	+	49497193	49497595	49497193	49497325	49497519	49497595	3224	0	22	0,6	10,10	298	149	0.00850345472779	0.1540866501954	0.0	0.0,0.231	-0.116
3264	"ENSG00000206503"	"HLA-A"	chr6	+	29944499	29945091	29944499	29944616	29945058	29945091	3264	0	4	1,0	11,8	298	149	1	1.0	0.0	0.043,0.0	-0.021
3278	"ENSG00000108654"	"DDX5"	chr17	-	64502161	64502549	64502161	64502223	64502438	64502549	3278	0	2	4,0	6,0	298	149	1	1.0	0.0	0.25,NA	-0.25
3280	"ENSG00000108654"	"DDX5"	chr17	-	64503429	64503868	64503429	64503571	64503802	64503868	3280	0	5	2,0	2,4	298	149	0.613271955821	1.0	0.0	0.333,0.0	-0.167
3431	"ENSG00000171793"	"CTPS1"	chr1	+	41008658	41008890	41008658	41008714	41008793	41008890	3431	0	2	0,2	0,0	228	149	1	1.0	0.0	NA,1.0	-1.0
3461	"ENSG00000019582"	"CD74"	chr5	-	150403120	150404767	150403120	150403312	150404679	150404767	3461	0	2	0,2	4,8	298	149	0.517034499137	1.0	0.0	0.0,0.111	-0.056
3464	"ENSG00000019582"	"CD74"	chr5	-	150406880	150407324	150406880	150406960	150407151	150407324	3464	0	8	2,0	12,16	298	149	0.518013907928	1.0	0.0	0.077,0.0	-0.038
3493	"ENSG00000127948"	"POR"	chr7	+	75986158	75986855	75986158	75986241	75986336	75986855	3493	6	2	0,0	2,0	244	149	1	1.0	0.647	0.0,NA	0.647
3523	"ENSG00000135506"	"OS9"	chr12	+	57715759	57716193	57715759	57715970	57716088	57716193	3523	2	0	0,0	2,0	267	149	1	1.0	1.0	0.0,NA	1.0
3586	"ENSG00000150991"	"UBC"	chr12	-	124911645	124913774	124911645	124912180	124913320	124913774	3586	14	24	4,8	41,20	298	149	0.0208616753222	0.220800487319275	0.226	0.047,0.167	0.119
3616	"ENSG00000156482"	"RPL30"	chr8	-	98044942	98045399	98044942	98045088	98045346	98045399	3616	0	18	0,2	4,10	298	149	0.413096633962	1.0	0.0	0.0,0.091	-0.045
3617	"ENSG00000090104"	"RGS1"	chr1	+	192575772	192576365	192575772	192575929	192576284	192576365	3617	0	2	4,2	2,6	298	149	0.0076216003815	0.1540866501954	0.0	0.5,0.143	-0.322
3696	"ENSG00000134684"	"YARS1"	chr1	-	32786361	32787075	32786361	32786447	32786939	32787075	3696	0	2	2,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
3709	"ENSG00000109323"	"MANBA"	chr4	-	102664684	102669049	102664684	102664852	102668962	102669049	3709	2	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
3892	"ENSG00000100316"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	3892	2	10	0,0	4,2	298	149	0.301689454101	1.0	0.091	0.0,0.0	0.091
3908	"ENSG00000134107"	"BHLHE40"	chr3	+	4979961	4980408	4979961	4980031	4980300	4980408	3908	2	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
3969	"ENSG00000168610"	"STAT3"	chr17	-	42323259	42323625	42323259	42323354	42323572	42323625	3969	0	2	2,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
4025	"ENSG00000183258"	"DDX41"	chr5	-	177516287	177516835	177516287	177516447	177516724	177516835	4025	0	4	2,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
4353	"ENSG00000111640"	"GAPDH"	chr12	+	6536683	6537010	6536683	6536790	6536919	6537010	4353	0	16	2,0	18,26	278	149	0.536692163881	1.0	0.0	0.056,0.0	-0.028
4364	"ENSG00000166710"	"B2M"	chr15	+	44715422	44716356	44715422	44715701	44716328	44716356	4364	0	20	4,4	20,52	298	149	0.0427957144852	0.28605556524317893	0.0	0.091,0.037	-0.064
4376	"ENSG00000115524"	"SF3B1"	chr2	-	197418508	197420542	197418508	197418588	197420427	197420542	4376	2	2	4,0	6,0	298	149	1	1.0	0.333	0.25,NA	0.083
4392	"ENSG00000167996"	"FTH1"	chr11	-	61964986	61965515	61964986	61965112	61965368	61965515	4392	0	39	2,0	110,83	298	149	1	1.0	0.0	0.009,0.0	-0.004
4393	"ENSG00000167996"	"FTH1"	chr11	-	61967311	61967631	61967311	61967371	61967457	61967631	4393	4	0	4,14	0,4	235	149	0.012132807102	0.1540866501954	1.0	1.0,0.689	0.155
4466	"ENSG00000159658"	"EFCAB14"	chr1	-	46686783	46689691	46686783	46686870	46689586	46689691	4466	2	1	0,0	0,4	298	149	1	1.0	0.5	NA,0.0	0.5
4563	"ENSG00000144381"	"HSPD1"	chr2	-	197494656	197495376	197494656	197494752	197495293	197495376	4563	4	8	4,4	6,14	298	149	0.781418423526	1.0	0.2	0.25,0.125	0.013
4564	"ENSG00000144381"	"HSPD1"	chr2	-	197494156	197497392	197494156	197495376	197497139	197497392	4564	0	6	0,4	2,8	298	149	0.0404785107665	0.2855983815191945	0.0	0.0,0.2	-0.1
4834	"ENSG00000228474"	"OST4"	chr2	-	27071325	27071649	27071325	27071463	27071600	27071649	4834	0	6	2,2	6,0	286	149	0.0119238756272	0.1540866501954	0.0	0.148,1.0	-0.574
4881	"ENSG00000169045"	"HNRNPH1"	chr5	-	179616868	179617110	179616868	179616958	179617050	179617110	4881	0	6	8,2	0,2	241	149	1.64677298629e-05	0.0020914016925882998	0.0	1.0,0.382	-0.691
4999	"ENSG00000044574"	"HSPA5"	chr9	-	125238940	125239533	125238940	125239331	125239420	125239533	4999	0	4	2,0	0,8	238	149	0.190880050845	0.8593071765632069	0.0	1.0,0.0	-0.5
5000	"ENSG00000044574"	"HSPA5"	chr9	-	125239420	125240309	125239420	125239533	125240171	125240309	5000	2	6	2,0	2,6	298	149	0.264098867998	0.9864869481101763	0.143	0.333,0.0	-0.024
5029	"ENSG00000181163"	"NPM1"	chr5	+	171391304	171391799	171391304	171391424	171391705	171391799	5029	0	2	2,0	6,4	298	149	0.673083851573	1.0	0.0	0.143,0.0	-0.071
5238	"ENSG00000143947"	"RPS27A"	chr2	+	55234118	55234962	55234118	55234204	55234830	55234962	5238	0	4	0,2	6,8	298	149	0.56355517945	1.0	0.0	0.0,0.111	-0.056
5364	"ENSG00000160710"	"ADAR"	chr1	-	154601040	154602626	154601040	154601888	154602035	154602626	5364	2	0	0,0	4,0	296	149	1	1.0	1.0	0.0,NA	1.0
5365	"ENSG00000160710"	"ADAR"	chr1	-	154601040	154602626	154601040	154602248	154602384	154602626	5365	2	0	4,0	0,2	285	149	0.0325558406965	0.2584119855284687	1.0	1.0,0.0	0.5
5483	"ENSG00000197756"	"RPL37A"	chr2	+	216499948	216501467	216499948	216500031	216501340	216501467	5483	0	34	2,0	8,14	298	149	0.946708576169	1.0	0.0	0.111,0.0	-0.056
5591	"ENSG00000198830"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473732	26474084	26474135	5591	0	4	2,0	2,0	298	149	1	1.0	0.0	0.333,NA	-0.333
5679	"ENSG00000118515"	"SGK1"	chr6	-	134170825	134171178	134170825	134170915	134171022	134171178	5679	0	2	0,2	0,0	256	149	1	1.0	0.0	NA,1.0	-1.0
5708	"ENSG00000168036"	"CTNNB1"	chr3	+	41239133	41239904	41239133	41239354	41239818	41239904	5708	0	2	0,4	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
5800	"ENSG00000115677"	"HDLBP"	chr2	-	241235120	241235594	241235120	241235255	241235489	241235594	5800	2	4	0,0	0,6	298	149	1	1.0	0.2	NA,0.0	0.2
5821	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26190992	26192577	26190992	26192338	26192494	26192577	5821	2	4	0,0	2,1	298	149	0.0815260953697	0.47062791417963185	0.2	0.0,0.0	0.2
5822	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26190992	26193694	26190992	26192577	26193250	26193694	5822	4	2	2,0	2,2	298	149	0.0228151346006	0.2228863149443231	0.5	0.333,0.0	0.334
5826	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26196556	26197017	26196556	26196658	26196806	26197017	5826	0	2	4,0	0,0	297	149	1	1.0	0.0	1.0,NA	-1.0
5827	"ENSG00000122566"	"HNRNPA2B1"	chr7	-	26196806	26197461	26196806	26197017	26197314	26197461	5827	2	5	2,0	10,0	298	149	1	1.0	0.167	0.091,NA	0.076
5830	"ENSG00000003436"	"TFPI"	chr2	-	187484123	187484987	187484123	187484216	187484810	187484987	5830	0	4	2,0	0,2	298	149	0.22755513751	0.8757424989021213	0.0	1.0,0.0	-0.5
5946	"ENSG00000000971"	"CFH"	chr1	+	196740618	196742051	196740618	196740792	196741874	196742051	5946	6	16	0,0	4,12	298	149	0.00032007317377	0.014017561287275	0.158	0.0,0.0	0.158
5956	"ENSG00000164692"	"COL1A2"	chr7	+	94426422	94427061	94426422	94426530	94427007	94427061	5956	0	2	0,4	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
5958	"ENSG00000216490"	"IFI30"	chr19	+	18177139	18177764	18177139	18177292	18177710	18177764	5958	0	2	2,0	0,3	298	149	0.227041556114	0.8757424989021213	0.0	1.0,0.0	-0.5
5960	"ENSG00000106258"	"CYP3A5"	chr7	-	99662815	99664095	99662815	99662882	99663967	99664095	5960	2	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
