ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
243	"ENSG00000104960"	"PTOV1"	chr19	+	49860565	49860740	49860613	49860740	49860267	49860336	243	0	2	0,2	0,4	197	149	1	1.0	0.0	NA,0.274	-0.274
578	"ENSG00000060566"	"CREB3L3"	chr19	+	4156994	4157295	4156997	4157295	4154898	4155027	578	2	0	0,0	0,2	152	149	1	1.0	1.0	NA,0.0	1.0
643	"ENSG00000087460"	"GNAS"	chr20	+	58903527	58903585	58903530	58903585	58895611	58895684	643	0	1	0,2	0,2	152	149	1	1.0	0.0	NA,0.495	-0.495
644	"ENSG00000087460"	"GNAS"	chr20	+	58903527	58903585	58903530	58903585	58898940	58898985	644	2	0	0,0	9,0	152	149	1	1.0	1.0	0.0,NA	1.0
933	"ENSG00000185624"	"P4HB"	chr17	-	81846428	81847072	81846428	81847068	81847242	81847347	933	10	0	0,4	4,2	153	149	7.58087591283e-05	0.0015667143553182003	1.0	0.0,0.661	0.669
1095	"ENSG00000185813"	"PCYT2"	chr17	-	81908875	81909321	81908875	81909037	81909513	81909602	1095	2	2	0,0	0,2	433	149	1	1.0	0.256	NA,0.0	0.256
2288	"ENSG00000103811"	"CTSH"	chr15	-	78931450	78932038	78931450	78931506	78932371	78932458	2288	0	4	0,2	2,0	681	149	0.368450811073	0.95390630737825	0.0	0.0,1.0	-0.5
2289	"ENSG00000103811"	"CTSH"	chr15	-	78931450	78932041	78931450	78931506	78932371	78932458	2289	0	4	0,2	2,0	684	149	0.369254054469	0.95390630737825	0.0	0.0,1.0	-0.5
2401	"ENSG00000092199"	"HNRNPC"	chr14	-	21263310	21263582	21263310	21263336	21269297	21269425	2401	0	2	6,0	0,2	395	149	0.0271481740375	0.14026556586041666	0.0	1.0,0.0	-0.5
2402	"ENSG00000092199"	"HNRNPC"	chr14	-	21263310	21263829	21263310	21263336	21269297	21269442	2402	4	2	6,0	0,2	642	149	0.526198012145	1.0	0.317	1.0,0.0	-0.183
2633	"ENSG00000175061"	"SNHG29"	chr17	+	16439580	16440253	16440184	16440253	16439326	16439414	2633	0	14	6,0	0,4	753	149	0.0658835142933	0.27231852574564	0.0	1.0,0.0	-0.5
2680	"ENSG00000204628"	"RACK1"	chr5	-	181236936	181237319	181236936	181237042	181237608	181237719	2680	2	4	0,0	10,12	426	149	0.110277444334	0.40218832639458824	0.149	0.0,0.0	0.149
2881	"ENSG00000153113"	"CAST"	chr5	+	96765220	96765325	96765223	96765325	96762273	96762372	2881	2	0	0,2	4,0	152	149	0.00916340676941	0.056813121970341995	1.0	0.0,1.0	0.5
2882	"ENSG00000136235"	"GPNMB"	chr7	+	23266480	23266615	23266516	23266615	23260455	23260773	2882	2	0	6,0	3,6	185	149	0.000192342821412	0.002981313731886	1.0	0.617,0.0	0.692
2918	"ENSG00000001084"	"GCLC"	chr6	-	53516108	53516240	53516108	53516222	53520777	53520960	2918	2	2	0,0	0,2	167	149	1	1.0	0.472	NA,0.0	0.472
3174	"ENSG00000171557"	"FGG"	chr4	-	154612017	154612201	154612017	154612167	154612390	154612435	3174	164	4	12,169	0,0	183	149	0.258743037215	0.763908014634762	0.971	1.0,1.0	-0.029
3193	"ENSG00000100650"	"SRSF5"	chr14	+	69769510	69770540	69770466	69770540	69769181	69769251	3193	4	4	4,0	0,2	1105	149	0.800054641838	1.0	0.119	1.0,0.0	-0.381
3226	"ENSG00000128609"	"NDUFA5"	chr7	-	123557403	123557507	123557403	123557448	123557774	123557804	3226	0	4	0,2	2,0	208	149	0.169331980904	0.5249291408023999	0.0	0.0,1.0	-0.5
3296	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819807	52819753	52819792	52819939	52819990	3296	2	4	0,4	0,2	164	149	1	1.0	0.312	NA,0.645	-0.333
3297	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819990	52819753	52819807	52820290	52820317	3297	10	0	2,6	0,2	332	149	0.566982239646	1.0	1.0	1.0,0.574	0.213
3318	"ENSG00000138760"	"SCARB2"	chr4	-	76180953	76181101	76180953	76181092	76195706	76195864	3318	2	0	0,8	4,0	158	149	0.0121410319433	0.06843127095314545	1.0	0.0,1.0	0.5
3384	"ENSG00000154144"	"TBRG1"	chr11	+	124626812	124627050	124626903	124627050	124625670	124625903	3384	2	0	0,0	0,2	240	149	1	1.0	1.0	NA,0.0	1.0
3473	"ENSG00000125089"	"SH3TC1"	chr4	+	8232407	8233513	8233362	8233513	8231975	8232156	3473	0	2	2,0	0,0	1104	149	1	1.0	0.0	1.0,NA	-1.0
3634	"ENSG00000154556"	"SORBS2"	chr4	-	185678422	185678547	185678422	185678478	185678795	185678822	3634	4	0	0,6	0,2	218	149	1	1.0	1.0	NA,0.672	0.328
4203	"ENSG00000117335"	"CD46"	chr1	+	207785618	207785682	207785655	207785682	207785070	207785106	4203	2	2	2,6	0,0	186	149	0.00103725013303	0.012861901649571999	0.445	1.0,1.0	-0.555
