ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
161	"ENSG00000108107"	"RPL28"	chr19	+	55386569	55388048	55386569	55386693	55387929	55388048	161	0	2	0,2	4,6	1385	149	0.930092561765	1.0	0.0	0.0,0.035	-0.018
207	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491039	49491099	207	0	6	0,2	4,10	324	149	0.379858513468	1.0	0.0	0.0,0.084	-0.042
251	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	251	0	8	0,2	4,4	244	149	0.749704405429	1.0	0.0	0.0,0.234	-0.117
252	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	252	2	2	2,0	4,2	1994	149	0.267136259151	1.0	0.07	0.036,0.0	0.052
359	"ENSG00000214046"	"SMIM7"	chr19	-	16646147	16647261	16646147	16646800	16647095	16647261	359	2	2	4,4	0,0	444	149	0.000115385520706	0.002062941054965	0.251	1.0,1.0	-0.749
431	"ENSG00000090674"	"MCOLN1"	chr19	+	7527519	7527960	7527519	7527628	7527863	7527960	431	0	2	0,2	0,2	384	149	1	1.0	0.0	NA,0.28	-0.28
438	"ENSG00000174886"	"NDUFA11"	chr19	-	5894674	5896575	5894674	5894854	5896452	5896575	438	0	2	2,0	0,8	1747	149	0.547910382793	1.0	0.0	1.0,0.0	-0.5
465	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271954	2271384	2271530	2271781	2271954	465	0	2	0,2	4,6	400	149	0.55200000517	1.0	0.0	0.0,0.11	-0.055
514	"ENSG00000087460"	"GNAS"	chr20	+	58909349	58909579	58909349	58909423	58909520	58909579	514	0	4	2,0	0,8	246	149	0.196219748979	0.9810987448949999	0.0	1.0,0.0	-0.5
620	"ENSG00000166347"	"CYB5A"	chr18	-	74255740	74260944	74255740	74255775	74260914	74260944	620	4	4	4,2	0,2	5288	149	0.91284550616	1.0	0.027	1.0,0.027	-0.486
662	"ENSG00000173482"	"PTPRM"	chr18	+	8376461	8378414	8376461	8376597	8378264	8378414	662	2	2	0,5	0,0	1816	149	1	1.0	0.076	NA,1.0	-0.924
672	"ENSG00000101557"	"USP14"	chr18	+	209970	210493	209970	210031	210385	210493	672	2	0	0,0	0,2	503	149	1	1.0	1.0	NA,0.0	1.0
691	"ENSG00000185624"	"P4HB"	chr17	-	81845143	81845742	81845143	81845230	81845560	81845742	691	2	10	0,0	16,22	479	149	0.571369300967	1.0	0.059	0.0,0.0	0.059
729	"ENSG00000173821"	"RNF213"	chr17	+	80388611	80389367	80388611	80388689	80389172	80389367	729	0	2	0,2	0,0	632	149	1	1.0	0.0	NA,1.0	-1.0
914	"ENSG00000108298"	"RPL19"	chr17	+	39202316	39203109	39202316	39202439	39202988	39203109	914	0	28	8,0	18,29	698	149	0.0653961304506	0.44016626264826925	0.0	0.087,0.0	-0.043
1125	"ENSG00000051523"	"CYBA"	chr16	-	88646754	88647175	88646754	88646838	88647100	88647175	1125	0	4	2,0	2,16	411	149	0.81755008823	1.0	0.0	0.266,0.0	-0.133
1162	"ENSG00000090861"	"AARS1"	chr16	-	70258032	70259186	70258032	70258217	70258979	70259186	1162	0	2	0,2	0,0	911	149	1	1.0	0.0	NA,1.0	-1.0
1214	"ENSG00000125148"	"MT2A"	chr16	+	56608583	56609057	56608583	56608683	56608991	56609057	1214	0	10	4,0	2,22	457	149	0.136158396595	0.7446162313789063	0.0	0.395,0.0	-0.198
1319	"ENSG00000008517"	"IL32"	chr16	+	3065639	3065826	3065639	3065687	3065783	3065826	1319	0	4	0,2	0,0	245	149	1	1.0	0.0	NA,1.0	-1.0
1320	"ENSG00000008517"	"IL32"	chr16	+	3067376	3067613	3067376	3067415	3067553	3067613	1320	2	4	0,0	0,4	287	149	1	1.0	0.206	NA,0.0	0.206
1512	"ENSG00000213614"	"HEXA"	chr15	-	72353690	72355624	72353690	72353737	72355558	72355624	1512	0	2	0,2	2,2	1970	149	0.49491574639	1.0	0.0	0.0,0.07	-0.035
1520	"ENSG00000166794"	"PPIB"	chr15	-	64156724	64160197	64156724	64156909	64160103	64160197	1520	0	2	2,5	0,4	3343	149	0.276249708968	1.0	0.0	1.0,0.053	-0.526
1721	"ENSG00000103811"	"CTSH"	chr15	-	78931450	78932458	78931450	78931506	78932371	78932458	1721	0	4	0,2	2,0	1014	149	0.437620216596	1.0	0.0	0.0,1.0	-0.5
1728	"ENSG00000103811"	"CTSH"	chr15	-	78931450	78935082	78931450	78932458	78934977	78935082	1728	0	4	2,4	0,0	2668	149	7.99615929026e-12	1.3993278757955e-09	0.0	1.0,1.0	-1.0
1780	"ENSG00000100911"	"PSME2"	chr14	-	24145709	24146240	24145709	24145772	24146207	24146240	1780	2	2	0,0	0,6	584	149	1	1.0	0.203	NA,0.0	0.203
1996	"ENSG00000175061"	"SNHG29"	chr17	+	16439326	16439703	16439326	16439414	16439527	16439703	1996	0	2	2,0	0,2	262	149	0.206680982573	0.9931615373418918	0.0	1.0,0.0	-0.5
2003	"ENSG00000175061"	"SNHG29"	chr17	+	16439326	16440253	16439326	16439414	16440184	16440253	2003	0	14	8,0	0,4	919	149	0.0538327981124	0.38683082358340004	0.0	1.0,0.0	-0.5
2025	"ENSG00000204628"	"RACK1"	chr5	-	181236928	181237719	181236928	181237042	181237608	181237719	2025	2	4	0,0	10,12	715	149	0.380478599021	1.0	0.094	0.0,0.0	0.094
2029	"ENSG00000204628"	"RACK1"	chr5	-	181241491	181242345	181241491	181241639	181242173	181242345	2029	0	4	0,2	4,14	683	149	0.576076110489	1.0	0.0	0.0,0.03	-0.015
2191	"ENSG00000133835"	"HSD17B4"	chr5	+	119492099	119493946	119492099	119492124	119493817	119493946	2191	0	6	2,4	2,2	1842	149	0.0272802243853	0.25126522460144735	0.0	0.075,0.139	-0.107
2272	"ENSG00000204344"	"STK19"	chr6	+	31979413	31980548	31979413	31979553	31980450	31980548	2272	2	0	0,0	2,0	1046	149	1	1.0	1.0	0.0,NA	1.0
2285	"ENSG00000161960"	"EIF4A1"	chr17	+	7576523	7577165	7576523	7576692	7577055	7577165	2285	0	4	4,0	2,2	512	149	0.0472860149154	0.3761387550088637	0.0	0.368,0.0	-0.184
2354	"ENSG00000250722"	"SELENOP"	chr5	-	42804655	42807108	42804655	42804773	42806895	42807108	2354	6	41	0,0	4,6	2271	149	1	1.0	0.01	0.0,0.0	0.01
2359	"ENSG00000204525"	"HLA-C"	chr6	-	31269492	31270085	31269492	31269525	31269965	31270085	2359	0	4	0,2	12,8	589	149	0.528710821151	1.0	0.0	0.0,0.059	-0.029
2361	"ENSG00000171557"	"FGG"	chr4	-	154609629	154610197	154609629	154609763	154610066	154610197	2361	2	91	0,2	24,83	452	149	1	1.0	0.007	0.0,0.008	0.003
2363	"ENSG00000171557"	"FGG"	chr4	-	154612017	154612435	154612017	154612167	154612390	154612435	2363	69	4	8,61	0,0	372	149	0.00364389073474	0.05314007321495834	0.874	1.0,1.0	-0.126
