ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
45	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304	45	0	2	0,2	0,0	270	149	1	1.0	0.0	NA,1.0	-1.0
351	"ENSG00000093000"	"NUP50"	chr22	+	45166308	45166430	45163986	45164296	45168167	45168246	351	0	2	2,0	0,0	271	149	1	1.0	0.0	1.0,NA	-1.0
1037	"ENSG00000170889"	"RPS9"	chr19	+	54206275	54206462	54201486	54201609	54207397	54207647	1037	17	0	16,5	0,2	298	149	0.563156218572	1.0	1.0	1.0,0.556	0.222
1038	"ENSG00000170889"	"RPS9"	chr19	+	54206275	54206724	54201486	54201609	54207397	54207644	1038	13	0	14,5	0,2	298	149	0.562045855303	1.0	1.0	1.0,0.556	0.222
1299	"ENSG00000177045"	"SIX5"	chr19	-	45766349	45767155	45764784	45766111	45768041	45769252	1299	0	4	2,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
1320	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916325	44914868	44914949	44919172	44919209	1320	176	6	6,32	0,0	285	149	0.0100321355908	0.08732619185094737	0.939	1.0,1.0	-0.061
1321	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916359	44914868	44914949	44919172	44919346	1321	48	6	2,4	0,0	298	149	0.000368434745976	0.008631899762866286	0.8	1.0,1.0	-0.2
1322	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916470	44914871	44914949	44919172	44919344	1322	48	6	2,4	0,0	298	149	0.000368434745976	0.008631899762866286	0.8	1.0,1.0	-0.2
1590	"ENSG00000239382"	"ALKBH6"	chr19	-	36013513	36013588	36013343	36013422	36014174	36014227	1590	2	0	0,0	0,2	224	149	1	1.0	1.0	NA,0.0	1.0
1900	"ENSG00000214046"	"SMIM7"	chr19	-	16654034	16654125	16646147	16647261	16659394	16659447	1900	9	0	0,0	4,0	240	149	1	1.0	1.0	0.0,NA	1.0
2216	"ENSG00000076944"	"STXBP2"	chr19	+	7643164	7643245	7642982	7643048	7644613	7644752	2216	0	4	2,0	0,0	230	149	1	1.0	0.0	1.0,NA	-1.0
2494	"ENSG00000087460"	"GNAS"	chr20	+	58898940	58898985	58895162	58895684	58903527	58903585	2494	2	0	0,0	0,2	194	149	1	1.0	1.0	NA,0.0	1.0
2495	"ENSG00000087460"	"GNAS"	chr20	+	58898940	58898985	58895162	58895684	58903530	58903556	2495	0	1	9,0	0,2	194	149	0.004874350415	0.04702314518	0.0	1.0,0.0	-0.5
3851	"ENSG00000183048"	"SLC25A10"	chr17	+	81713261	81713506	81712263	81712519	81714952	81715072	3851	0	2	0,4	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
4695	"ENSG00000108788"	"MLX"	chr17	+	42568469	42568559	42567618	42567655	42568836	42568943	4695	2	0	0,2	0,2	239	149	1	1.0	1.0	NA,0.384	0.616
5315	"ENSG00000141505"	"ASGR1"	chr17	-	7177209	7177326	7176980	7177076	7178493	7178588	5315	4	2	2,2	0,0	266	149	0.00197926966067	0.024969248026913846	0.528	1.0,1.0	-0.472
5738	"ENSG00000103121"	"CMC2"	chr16	-	80980769	80980879	80975801	80976179	80981805	80981877	5738	0	2	0,2	0,0	259	149	1	1.0	0.0	NA,1.0	-1.0
5859	"ENSG00000257017"	"HP"	chr16	+	72058564	72058672	72058253	72058355	72059113	72059188	5859	2	399	2,0	31,120	257	149	1	1.0	0.003	0.036,0.0	-0.015
6973	"ENSG00000008517"	"IL32"	chr16	+	3065620	3065687	3065403	3065494	3065783	3065826	6973	4	2	0,0	0,2	216	149	1	1.0	0.58	NA,0.0	0.58
6974	"ENSG00000008517"	"IL32"	chr16	+	3065641	3065687	3065376	3065494	3065783	3065826	6974	4	2	0,0	0,2	195	149	1	1.0	0.604	NA,0.0	0.604
6977	"ENSG00000008517"	"IL32"	chr16	+	3067553	3067613	3067376	3067415	3067983	3068010	6977	4	4	0,4	0,0	209	149	1	1.0	0.416	NA,1.0	-0.584
7109	"ENSG00000196557"	"CACNA1H"	chr16	+	1212510	1212528	1211945	1212138	1213779	1213931	7109	2	0	2,0	0,2	167	149	0.101339939141	0.5539916673041333	1.0	1.0,0.0	0.5
7164	"ENSG00000142192"	"APP"	chr21	-	25997359	25997416	25982343	25982477	26000014	26000182	7164	2	0	2,0	0,2	206	149	0.0590670525573	0.3340343661861104	1.0	1.0,0.0	0.5
7538	"ENSG00000086666"	"ZFAND6"	chr15	+	80098415	80098578	80059675	80059809	80120327	80120405	7538	0	4	4,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
7554	"ENSG00000166557"	"TMED3"	chr15	+	79313756	79314005	79311111	79311417	79321977	79322840	7554	2	0	0,2	0,2	298	149	1	1.0	1.0	NA,0.333	0.667
8822	"ENSG00000197249"	"SERPINA1"	chr14	-	94384033	94384130	94383170	94383241	94388559	94388663	8822	1	18	0,0	4,12	246	149	0.313378295518	1.0	0.033	0.0,0.0	0.033
8823	"ENSG00000197249"	"SERPINA1"	chr14	-	94388559	94388660	94382591	94383241	94390456	94390662	8823	18	0	4,12	2,0	250	149	0.492726893579	1.0	1.0	0.544,1.0	0.228
8825	"ENSG00000197249"	"SERPINA1"	chr14	-	94388559	94388663	94382591	94383241	94390456	94390650	8825	18	0	4,12	2,0	253	149	0.490297228951	1.0	1.0	0.541,1.0	0.23
8960	"ENSG00000100577"	"GSTZ1"	chr14	+	77327911	77328037	77327471	77327552	77329122	77329201	8960	1	0	0,0	2,0	275	149	1	1.0	1.0	0.0,NA	1.0
9769	"ENSG00000092199"	"HNRNPC"	chr14	-	21263666	21263829	21263310	21263336	21269297	21269406	9769	4	2	0,0	0,2	298	149	1	1.0	0.5	NA,0.0	0.5
10075	"ENSG00000135318"	"NT5E"	chr6	+	85490507	85490657	85489493	85489599	85491976	85492177	10075	2	0	0,0	0,2	298	149	1	1.0	1.0	NA,0.0	1.0
10477	"ENSG00000112679"	"DUSP22"	chr6	+	311879	311962	304627	304661	335113	335163	10477	0	2	4,0	0,0	232	149	1	1.0	0.0	1.0,NA	-1.0
10562	"ENSG00000204267"	"TAP2"	chr6	-	32837536	32837651	32835642	32835773	32837740	32838237	10562	2	0	0,0	0,2	264	149	1	1.0	1.0	NA,0.0	1.0
10882	"ENSG00000175061"	"SNHG29"	chr17	+	16439527	16439703	16439062	16439414	16440184	16440253	10882	2	14	0,2	0,4	298	149	1	1.0	0.067	NA,0.2	-0.133
10981	"ENSG00000124789"	"NUP153"	chr6	-	17668974	17669028	17665238	17665385	17669292	17669337	10981	0	2	0,2	0,0	203	149	1	1.0	0.0	NA,1.0	-1.0
11488	"ENSG00000008394"	"MGST1"	chr12	+	16360299	16360443	16357604	16357699	16363794	16364060	11488	0	23	0,2	6,12	293	149	0.364056209996	1.0	0.0	0.0,0.078	-0.039
12244	"ENSG00000173432"	"SAA1"	chr11	+	18266382	18266443	18266259	18266296	18266883	18266978	12244	0	2	2,0	6,14	210	149	0.82435902927	1.0	0.0	0.191,0.0	-0.096
12294	"ENSG00000003989"	"SLC7A2"	chr8	+	17502256	17502302	17497087	17497237	17543317	17543715	12294	2	0	0,2	0,2	195	149	1	1.0	1.0	NA,0.433	0.567
12523	"ENSG00000133112"	"TPT1"	chr13	-	45339496	45339602	45338184	45338776	45339993	45340184	12523	143	0	72,67	0,2	255	149	0.517592402182	1.0	1.0	1.0,0.951	0.024
13899	"ENSG00000126522"	"ASL"	chr7	+	66087728	66087791	66083076	66083174	66088806	66088921	13899	0	2	2,0	0,0	212	149	1	1.0	0.0	1.0,NA	-1.0
13945	"ENSG00000137713"	"PPP2R1B"	chr11	-	111737447	111737569	111726907	111727057	111742052	111742144	13945	2	0	0,2	0,2	271	149	1	1.0	1.0	NA,0.355	0.645
14034	"ENSG00000205403"	"CFI"	chr4	-	109757762	109757783	109752467	109752503	109760269	109760380	14034	6	2	4,2	0,2	170	149	0.248779476846	1.0	0.724	1.0,0.467	-0.01
14035	"ENSG00000205403"	"CFI"	chr4	-	109757935	109757959	109757762	109757783	109760269	109760380	14035	0	6	0,4	4,0	173	149	0.0158991325735	0.1133677279153913	0.0	0.0,1.0	-0.5
14304	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819807	52819392	52819518	52820290	52820317	14304	6	4	2,4	0,8	203	149	0.843644024198	1.0	0.524	1.0,0.268	-0.11
14305	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819990	52819392	52819518	52820290	52820317	14305	8	4	4,4	0,8	298	149	0.7848399268	1.0	0.5	1.0,0.2	-0.1
14306	"ENSG00000055955"	"ITIH4"	chr3	-	52819939	52819990	52819753	52819807	52820290	52820317	14306	4	0	2,6	0,2	200	149	0.671662788587	1.0	1.0	1.0,0.691	0.155
14308	"ENSG00000163625"	"WDFY3"	chr4	-	84726860	84726911	84724425	84724594	84733381	84733609	14308	2	0	0,0	0,2	200	149	1	1.0	1.0	NA,0.0	1.0
14678	"ENSG00000114480"	"GBE1"	chr3	-	81705443	81705613	81670837	81670953	81761374	81761645	14678	2	0	0,2	0,2	298	149	1	1.0	1.0	NA,0.333	0.667
14688	"ENSG00000109265"	"CRACD"	chr4	+	56298213	56298349	56272320	56272492	56307534	56307565	14688	4	0	0,0	0,2	285	149	1	1.0	1.0	NA,0.0	1.0
15358	"ENSG00000127419"	"TMEM175"	chr4	+	947708	947892	932386	932540	950420	950518	15358	4	2	2,4	0,0	298	149	0.001474365237	0.020409746527936666	0.5	1.0,1.0	-0.5
15359	"ENSG00000127419"	"TMEM175"	chr4	+	947708	948154	932474	932540	950420	950491	15359	4	2	2,4	0,0	298	149	0.001474365237	0.020409746527936666	0.5	1.0,1.0	-0.5
15431	"ENSG00000161267"	"BDH1"	chr3	-	197538305	197538952	197533488	197533561	197546360	197546486	15431	0	4	4,0	0,0	298	149	1	1.0	0.0	1.0,NA	-1.0
15726	"ENSG00000156976"	"EIF4A2"	chr3	+	186784961	186785101	186784563	186784696	186785882	186785913	15726	4	2	4,5	0,0	289	149	0.00149339608741	0.020409746527936666	0.508	1.0,1.0	-0.492
16147	"ENSG00000154556"	"SORBS2"	chr4	-	185684753	185684842	185678795	185678822	185690561	185690611	16147	0	2	0,2	0,0	238	149	1	1.0	0.0	NA,1.0	-1.0
16148	"ENSG00000154556"	"SORBS2"	chr4	-	185684753	185684846	185678795	185678822	185690561	185690599	16148	0	2	0,2	0,0	242	149	1	1.0	0.0	NA,1.0	-1.0
16765	"ENSG00000143612"	"C1orf43"	chr1	-	154213892	154213946	154212457	154212624	154214456	154214574	16765	2	0	0,4	0,2	203	149	1	1.0	1.0	NA,0.595	0.405
16767	"ENSG00000143612"	"C1orf43"	chr1	-	154219835	154219937	154214456	154214574	154220341	154220533	16767	2	2	0,6	0,0	251	149	1	1.0	0.372	NA,1.0	-0.628
16770	"ENSG00000125868"	"DSTN"	chr20	+	17591931	17592063	17570081	17570211	17600737	17601045	16770	0	2	2,0	6,0	281	149	1	1.0	0.0	0.15,NA	-0.15
17332	"ENSG00000183726"	"TMEM50A"	chr1	+	25352881	25352974	25351625	25351693	25356792	25356853	17332	1	0	6,2	2,0	242	149	0.645709886104	1.0	1.0	0.649,1.0	0.175
17525	"ENSG00000164258"	"NDUFS4"	chr5	+	53604723	53604895	53603451	53603530	53646232	53646405	17525	0	2	0,2	2,6	298	149	0.603687011468	1.0	0.0	0.0,0.143	-0.071
17613	"ENSG00000121410"	"A1BG"	chr19	-	58352097	58352184	58351390	58351687	58352282	58352555	17613	8	6	0,0	0,2	236	149	1	1.0	0.457	NA,0.0	0.457
17688	"ENSG00000023330"	"ALAS1"	chr3	+	52198671	52198848	52198093	52198255	52199209	52199440	17688	2	20	0,0	5,0	298	149	1	1.0	0.048	0.0,NA	0.048
18015	"ENSG00000109790"	"KLHL5"	chr4	+	39062558	39063035	39045038	39045096	39075964	39076147	18015	2	2	2,2	0,0	298	149	0.000365113531971	0.008631899762866286	0.333	1.0,1.0	-0.667
18235	"ENSG00000121940"	"CLCC1"	chr1	-	108943474	108943615	108941404	108941498	108947610	108947718	18235	3	0	0,0	2,0	290	149	1	1.0	1.0	0.0,NA	1.0
18606	"ENSG00000117335"	"CD46"	chr1	+	207790252	207790345	207785618	207785682	207793518	207793873	18606	0	2	2,2	0,4	242	149	0.00300536760308	0.030805017931570002	0.0	1.0,0.235	-0.617
18713	"ENSG00000159346"	"ADIPOR1"	chr1	-	202950929	202951164	202948303	202948420	202958184	202958264	18713	2	2	2,0	0,0	298	149	1	1.0	0.333	1.0,NA	-0.667
19298	"ENSG00000072210"	"ALDH3A2"	chr17	+	19671720	19671956	19663332	19665047	19675557	19675644	19298	4	2	0,4	0,0	298	149	1	1.0	0.5	NA,1.0	-0.5
19902	"ENSG00000143222"	"UFC1"	chr1	+	161157253	161157317	161156949	161157017	161157616	161157693	19902	2	0	0,2	2,0	213	149	0.0362458282418	0.24767982631896665	1.0	0.0,1.0	0.5
19903	"ENSG00000143222"	"UFC1"	chr1	+	161158120	161158211	161157616	161157693	161158411	161158856	19903	4	0	0,4	2,0	240	149	0.0487883013231	0.29634375618475556	1.0	0.0,1.0	0.5
20184	"ENSG00000185885"	"IFITM1"	chr11	+	314642	314809	314039	314356	314921	315272	20184	0	4	0,2	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
20185	"ENSG00000185885"	"IFITM1"	chr11	+	314673	314809	314039	314356	314921	315272	20185	0	4	0,2	0,0	285	149	1	1.0	0.0	NA,1.0	-1.0
20885	"ENSG00000157827"	"FMNL2"	chr2	+	152629655	152629724	152628298	152628533	152629824	152629905	20885	2	0	0,0	2,0	218	149	1	1.0	1.0	0.0,NA	1.0
20955	"ENSG00000137965"	"IFI44"	chr1	+	78662703	78662878	78659311	78659483	78663764	78663897	20955	2	0	0,0	0,2	298	149	1	1.0	1.0	NA,0.0	1.0
21047	"ENSG00000019582"	"CD74"	chr5	-	150403120	150403312	150402562	150402625	150404679	150404767	21047	2	6	6,8	32,6	298	149	0.703074209358	1.0	0.143	0.086,0.4	-0.1
21331	"ENSG00000138688"	"KIAA1109"	chr4	+	122316347	122316548	122315461	122315688	122316731	122316794	21331	2	0	0,0	4,0	298	149	1	1.0	1.0	0.0,NA	1.0
21389	"ENSG00000135506"	"OS9"	chr12	+	57720098	57720263	57718992	57719182	57720405	57720518	21389	0	4	0,6	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
21457	"ENSG00000009307"	"CSDE1"	chr1	-	114737470	114737563	114736757	114736855	114737962	114738072	21457	0	5	0,2	16,10	242	149	0.786702875107	1.0	0.0	0.0,0.11	-0.055
21683	"ENSG00000145321"	"GC"	chr4	-	71752517	71752650	71746150	71746205	71754410	71754508	21683	66	2	10,38	0,2	282	149	0.4896027312	1.0	0.946	1.0,0.909	-0.009
21973	"ENSG00000112697"	"TMEM30A"	chr6	-	75267640	75267748	75260823	75260911	75284401	75284763	21973	4	0	0,2	0,2	257	149	1	1.0	1.0	NA,0.367	0.633
22490	"ENSG00000007933"	"FMO3"	chr1	+	171101079	171101206	171092652	171092790	171103784	171103973	22490	2	6	0,0	0,2	276	149	1	1.0	0.153	NA,0.0	0.153
22949	"ENSG00000173369"	"C1QB"	chr1	+	22654007	22654160	22653188	22653303	22659439	22659643	22949	0	2	2,0	0,6	298	149	0.227227872542	1.0	0.0	1.0,0.0	-0.5
