ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
45	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304
625	"ENSG00000182944"	"EWSR1"	chr22	+	29297826	29297949	29295525	29296368	29298732	29298895
817	"ENSG00000099954"	"CECR2"	chr22	+	17511812	17511896	17504846	17505016	17524117	17524271
2964	"ENSG00000213742"	"ZNF337-AS1"	chr20	+	25632157	25632288	25624044	25624135	25634048	25634170
2965	"ENSG00000213742"	"ZNF337-AS1"	chr20	+	25634048	25634170	25624044	25624135	25645530	25645648
3200	"ENSG00000105429"	"MEGF8"	chr19	+	42358786	42358954	42358143	42358307	42359097	42359242
6329	"ENSG00000129636"	"ITFG1"	chr16	-	47237964	47238008	47218867	47218946	47258631	47258722
6795	"ENSG00000153066"	"TXNDC11"	chr16	-	11721576	11721670	11698133	11698325	11730644	11730774
6998	"ENSG00000100266"	"PACSIN2"	chr22	-	42912020	42912157	42893456	42893613	43015020	43015098
7179	"ENSG00000103202"	"NME4"	chr16	+	406684	406777	406345	406397	407424	407560
7554	"ENSG00000166557"	"TMED3"	chr15	+	79313756	79314005	79311111	79311417	79321977	79322840
8022	"ENSG00000104043"	"ATP8B4"	chr15	-	49987390	49987549	49981205	49981294	49996676	49996759
8025	"ENSG00000166262"	"FAM227B"	chr15	-	49576740	49576845	49574737	49575109	49588015	49588083
8027	"ENSG00000166262"	"FAM227B"	chr15	-	49577171	49577305	49576493	49576845	49588015	49588083
8028	"ENSG00000166262"	"FAM227B"	chr15	-	49577628	49577664	49576135	49576845	49588015	49588083
8078	"ENSG00000259354"	"AC025580.2"	chr15	+	45512372	45512449	45476401	45476552	45513697	45513767
8822	"ENSG00000197249"	"SERPINA1"	chr14	-	94384033	94384130	94383170	94383241	94388559	94388663
9196	"ENSG00000033170"	"FUT8"	chr14	+	65430215	65430309	65413068	65413214	65455620	65455718
9228	"ENSG00000089775"	"ZBTB25"	chr14	-	64502900	64503127	64490360	64490540	64504486	64504584
10562	"ENSG00000204267"	"TAP2"	chr6	-	32837536	32837651	32835642	32835773	32837740	32838237
10981	"ENSG00000124789"	"NUP153"	chr6	-	17668974	17669028	17665238	17665385	17669292	17669337
11365	"ENSG00000132840"	"BHMT2"	chr5	+	79079368	79079460	79077479	79077612	79080686	79080813
11678	"ENSG00000249751"	"ECSCR"	chr5	-	139456473	139456518	139455322	139455436	139457544	139457604
12710	"ENSG00000039537"	"C6"	chr5	-	41199767	41199912	41195791	41195933	41201557	41201714
13037	"ENSG00000138744"	"NAAA"	chr4	-	75914867	75914985	75913659	75914338	75918760	75918789
13039	"ENSG00000138744"	"NAAA"	chr4	-	75918760	75918789	75913659	75914338	75919908	75919975
13899	"ENSG00000126522"	"ASL"	chr7	+	66087728	66087791	66083076	66083174	66088806	66088921
13945	"ENSG00000137713"	"PPP2R1B"	chr11	-	111737447	111737569	111726907	111727057	111742052	111742144
14304	"ENSG00000055955"	"ITIH4"	chr3	-	52819753	52819807	52819392	52819518	52820290	52820317
14306	"ENSG00000055955"	"ITIH4"	chr3	-	52819939	52819990	52819753	52819807	52820290	52820317
14318	"ENSG00000088538"	"DOCK3"	chr3	+	51333000	51333027	51330137	51330223	51333157	51333253
14638	"ENSG00000153006"	"SREK1IP1"	chr5	-	64754314	64754362	64741056	64741200	64768504	64768619
14678	"ENSG00000114480"	"GBE1"	chr3	-	81705443	81705613	81670837	81670953	81761374	81761645
14688	"ENSG00000109265"	"CRACD"	chr4	+	56298213	56298349	56272320	56272492	56307534	56307565
16377	"ENSG00000114127"	"XRN1"	chr3	-	142318789	142318903	142318591	142318694	142329433	142329615
16447	"ENSG00000135870"	"RC3H1"	chr1	-	173964838	173965120	173963972	173964187	173970504	173970617
16483	"ENSG00000138231"	"DBR1"	chr3	-	138163777	138163858	138163348	138163494	138167080	138167305
16534	"ENSG00000176261"	"ZBTB8OS"	chr1	-	32634701	32634792	32633950	32634110	32650432	32650525
16550	"ENSG00000109943"	"CRTAM"	chr11	+	122850067	122850214	122838499	122838592	122851692	122851845
16891	"ENSG00000144848"	"ATG3"	chr3	-	112553279	112553329	112550191	112550262	112558375	112558417
17378	"ENSG00000143110"	"C1orf162"	chr1	+	111477650	111477775	111477333	111477428	111477982	111478512
17379	"ENSG00000143110"	"C1orf162"	chr1	+	111477725	111477775	111477333	111477428	111477982	111478512
18366	"ENSG00000186301"	"MST1P2"	chr1	+	16646786	16646901	16646596	16646709	16646979	16647116
18713	"ENSG00000159346"	"ADIPOR1"	chr1	-	202950929	202951164	202948303	202948420	202958184	202958264
19902	"ENSG00000143222"	"UFC1"	chr1	+	161157253	161157317	161156949	161157017	161157616	161157693
20466	"ENSG00000143921"	"ABCG8"	chr2	+	43846154	43846311	43844506	43844608	43851583	43851822
20885	"ENSG00000157827"	"FMNL2"	chr2	+	152629655	152629724	152628298	152628533	152629824	152629905
21385	"ENSG00000135506"	"OS9"	chr12	+	57695961	57695981	57695779	57695843	57715759	57715970
21386	"ENSG00000135506"	"OS9"	chr12	+	57695961	57696038	57695779	57695843	57715759	57715970
21387	"ENSG00000135506"	"OS9"	chr12	+	57695961	57696373	57695495	57695843	57715759	57715951
21646	"ENSG00000131187"	"F12"	chr5	-	177405961	177406061	177405734	177405805	177409045	177409103
22508	"ENSG00000232284"	"GNG12-AS1"	chr1	+	67956155	67956262	67832308	67832436	68071799	68071873
22509	"ENSG00000232284"	"GNG12-AS1"	chr1	+	68034646	68034763	67832302	67832436	68071799	68071873
22510	"ENSG00000232284"	"GNG12-AS1"	chr1	+	68098642	68098836	68071799	68071873	68099728	68099792
23592	"ENSG00000162496"	"DHRS3"	chr1	-	12572727	12572853	12567909	12568424	12578717	12578956
23889	"ENSG00000134107"	"BHLHE40"	chr3	+	4981391	4981515	4979961	4980408	4982835	4983268
24534	"ENSG00000185811"	"IKZF1"	chr7	+	50327637	50327757	50319047	50319101	50391728	50391863
