ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15	"ENSG00000157557"	"ETS2"	chr21	+	38819502	38819871	38819502	38819766	38821585	38821704	15	0	2	0,4	0,2	254	149	1	1.0	0.0	NA,0.54	-0.54
430	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538359	31538178	31538261	31544946	31545035	430	2	0	0,0	0,2	247	149	1	1.0	1.0	NA,0.0	1.0
431	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538554	31538178	31538261	31544946	31545035	431	2	0	0,0	0,2	298	149	1	1.0	1.0	NA,0.0	1.0
536	"ENSG00000124155"	"PIGT"	chr20	+	45421382	45421664	45421382	45421583	45424215	45424381	536	0	2	0,2	0,0	230	149	1	1.0	0.0	NA,1.0	-1.0
570	"ENSG00000185624"	"P4HB"	chr17	-	81845459	81845742	81845560	81845742	81845143	81845230	570	2	10	0,0	16,22	250	149	0.18587728352	0.6107396458514286	0.107	0.0,0.0	0.107
839	"ENSG00000161944"	"ASGR2"	chr17	-	7114116	7114310	7114173	7114310	7108771	7108888	839	2	0	0,4	0,2	206	149	1	1.0	1.0	NA,0.591	0.409
990	"ENSG00000187193"	"MT1X"	chr16	+	56683164	56683386	56683164	56683230	56683957	56684196	990	2	12	0,0	0,16	298	149	1	1.0	0.077	NA,0.0	0.077
1403	"ENSG00000100577"	"GSTZ1"	chr14	+	77327471	77328037	77327471	77327552	77329122	77329201	1403	1	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
1879	"ENSG00000173432"	"SAA1"	chr11	+	18266263	18266443	18266263	18266296	18266883	18266978	1879	0	2	2,0	6,14	296	149	0.86468661829	1.0	0.0	0.144,0.0	-0.072
2031	"ENSG00000123213"	"NLN"	chr5	+	65792453	65792655	65792453	65792601	65809514	65809701	2031	4	0	2,0	0,2	203	149	0.0637324669621	0.33825471529855555	1.0	1.0,0.0	0.5
2270	"ENSG00000182899"	"RPL35A"	chr3	+	197951158	197951328	197951158	197951311	197954002	197954147	2270	4	6	0,0	6,14	166	149	0.000104126593549	0.0015966077677513335	0.374	0.0,0.0	0.374
2462	"ENSG00000125730"	"C3"	chr19	-	6679381	6679496	6679406	6679496	6679124	6679208	2462	2	44	0,0	12,8	174	149	0.785159072656	1.0	0.037	0.0,0.0	0.037
2465	"ENSG00000109861"	"CTSC"	chr11	-	88312387	88312554	88312449	88312554	88309162	88309318	2465	4	0	0,6	2,0	211	149	0.0661802703845	0.33825471529855555	1.0	0.0,1.0	0.5
2576	"ENSG00000120686"	"UFM1"	chr13	+	38349998	38350227	38349998	38350055	38354238	38354296	2576	2	0	0,0	2,0	298	149	1	1.0	1.0	0.0,NA	1.0
2831	"ENSG00000206503"	"HLA-A"	chr6	+	29944499	29944634	29944499	29944616	29945058	29945091	2831	4	4	8,4	11,8	167	149	0.479098244678	1.0	0.472	0.394,0.308	0.121
2982	"ENSG00000019582"	"CD74"	chr5	-	150403120	150404767	150404679	150404767	150402562	150402625	2982	0	6	2,0	32,6	298	149	0.477593542879	1.0	0.0	0.03,0.0	-0.015
3025	"ENSG00000135506"	"OS9"	chr12	+	57718992	57720263	57718992	57719182	57720405	57720518	3025	0	4	0,4	0,0	298	149	1	1.0	0.0	NA,1.0	-1.0
3425	"ENSG00000168610"	"STAT3"	chr17	-	42322281	42322494	42322284	42322494	42317181	42317224	3425	4	2	4,4	0,0	152	149	0.0127014345665	0.09737766500983334	0.662	1.0,1.0	-0.338
3427	"ENSG00000168610"	"STAT3"	chr17	-	42323452	42323625	42323572	42323625	42323259	42323354	3427	0	2	2,0	0,0	269	149	1	1.0	0.0	1.0,NA	-1.0
3770	"ENSG00000187134"	"AKR1C1"	chr10	+	4966926	4968386	4966926	4967043	4968821	4968944	3770	0	4	6,4	0,0	298	149	1.56887147718e-09	7.216808795028e-08	0.0	1.0,1.0	-1.0
3782	"ENSG00000111640"	"GAPDH"	chr12	+	6536683	6536817	6536683	6536790	6536919	6537010	3782	0	16	2,0	18,26	176	149	0.591857882843	1.0	0.0	0.086,0.0	-0.043
3966	"ENSG00000196975"	"ANXA4"	chr2	+	69810593	69811456	69810593	69810673	69812652	69812709	3966	0	4	8,0	4,6	298	149	0.0110705980786	0.09737766500983334	0.0	0.5,0.0	-0.25
3977	"ENSG00000198755"	"RPL10A"	chr6	+	35468946	35469285	35468946	35469027	35469380	35469529	3977	2	6	0,0	4,14	298	149	0.165445223508	0.5854215601052307	0.143	0.0,0.0	0.143
4095	"ENSG00000135486"	"HNRNPA1"	chr12	+	54282799	54282932	54282799	54282874	54283811	54283967	4095	0	2	4,0	0,0	207	149	1	1.0	0.0	1.0,NA	-1.0
4302	"ENSG00000196576"	"PLXNB2"	chr22	-	50294718	50294778	50294725	50294778	50289516	50290597	4302	0	2	0,2	0,0	156	149	1	1.0	0.0	NA,1.0	-1.0
4307	"ENSG00000198099"	"ADH4"	chr4	-	99144196	99144297	99144204	99144297	99142678	99142780	4307	2	4	0,0	0,8	157	149	1	1.0	0.322	NA,0.0	0.322
4660	"ENSG00000176978"	"DPP7"	chr9	-	137111872	137112029	137111940	137112029	137111689	137111754	4660	2	0	2,2	2,0	217	149	0.376886395374	1.0	1.0	0.407,1.0	0.296
4825	"ENSG00000115486"	"GGCX"	chr2	-	85558439	85558662	85558538	85558662	85556181	85556260	4825	0	2	0,2	0,0	248	149	1	1.0	0.0	NA,1.0	-1.0
4854	"ENSG00000092841"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159974	56160148	4854	4	0	6,6	0,2	298	149	0.56641271373	1.0	1.0	1.0,0.6	0.2
5306	"ENSG00000105854"	"PON2"	chr7	-	95409900	95410101	95409953	95410101	95406986	95407068	5306	4	0	4,20	0,2	202	149	0.483842216967	1.0	1.0	1.0,0.881	0.059
5316	"ENSG00000241468"	"ATP5MF"	chr7	-	99466110	99466167	99466128	99466167	99460085	99460193	5316	4	0	0,0	0,4	167	149	1	1.0	1.0	NA,0.0	1.0
5503	"ENSG00000013374"	"NUB1"	chr7	+	151341811	151341965	151341811	151341846	151345347	151345466	5503	0	1	0,2	0,0	268	149	1	1.0	0.0	NA,1.0	-1.0
5518	"ENSG00000234741"	"GAS5"	chr1	-	173865470	173865547	173865509	173865547	173865228	173865282	5518	0	2	0,2	3,0	188	149	0.153226414077	0.5854215601052307	0.0	0.0,1.0	-0.5
5930	"ENSG00000136279"	"DBNL"	chr7	+	44052866	44052951	44052866	44052941	44056756	44056903	5930	0	2	0,2	2,0	159	149	0.126150677208	0.5802931151568	0.0	0.0,1.0	-0.5
5991	"ENSG00000008988"	"RPS20"	chr8	-	56074253	56074510	56074380	56074510	56074059	56074159	5991	0	16	0,2	0,8	276	149	1	1.0	0.0	NA,0.119	-0.119
6235	"ENSG00000135047"	"CTSL"	chr9	+	87726118	87726253	87726118	87726249	87727593	87727729	6235	0	6	0,6	0,2	153	149	1	1.0	0.0	NA,0.745	-0.745
6236	"ENSG00000135047"	"CTSL"	chr9	+	87726118	87726398	87726118	87726249	87727593	87727729	6236	2	6	4,2	0,2	298	149	0.0227044123696	0.1492004241430857	0.143	1.0,0.333	-0.523
6237	"ENSG00000135047"	"CTSL"	chr9	+	87726118	87726398	87726118	87726253	87727593	87727729	6237	2	0	4,2	0,6	294	149	0.00830646301836	0.09552432471113999	1.0	1.0,0.145	0.427
6353	"ENSG00000159069"	"FBXW5"	chr9	-	136941754	136942466	136942045	136942466	136941536	136941684	6353	1	0	2,0	2,4	298	149	7.42888806249e-07	1.7086442543727e-05	1.0	0.333,0.0	0.834
6418	"ENSG00000110321"	"EIF4G2"	chr11	-	10801660	10802209	10802048	10802209	10800961	10801087	6418	2	0	2,4	2,0	298	149	0.306348206898	0.9394678344872001	1.0	0.333,1.0	0.334
6768	"ENSG00000198258"	"UBL5"	chr19	+	9828326	9828393	9828326	9828389	9828591	9828675	6768	2	0	0,4	0,2	153	149	1	1.0	1.0	NA,0.661	0.339
7072	"ENSG00000063046"	"EIF4B"	chr12	+	53034611	53034724	53034611	53034709	53037408	53037622	7072	0	2	0,2	0,2	164	149	1	1.0	0.0	NA,0.476	-0.476
7098	"ENSG00000123384"	"LRP1"	chr12	+	57201779	57201947	57201779	57201905	57202420	57202537	7098	0	4	2,0	0,2	191	149	0.155530253256	0.5854215601052307	0.0	1.0,0.0	-0.5
