ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"ENSG00000160285"	"LSS"	chr21	-	46222629	46222738	46222662	46222738	46221853	46221975	0	2	0	42	1	182	149	0.337456735134	0.5752635631312829	1.0	0.972	0.028
6	"ENSG00000184900"	"SUMO3"	chr21	-	44813861	44814104	44813975	44814104	44809046	44809118	6	0	2	3	70	263	149	0.44438150307	0.6827849223681516	0.0	0.024	-0.024
7	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43732138	43732442	43734068	43734123	7	10	0	0	2	354	149	8.38140184367e-07	6.61831409869799e-05	1.0	0.0	1.0
9	"ENSG00000184012"	"TMPRSS2"	chr21	-	41494355	41494578	41494479	41494578	41489506	41489593	9	0	6	55	0	273	149	3.53084228522e-12	9.758365365776774e-10	0.0	1.0	-1.0
10	"ENSG00000184012"	"TMPRSS2"	chr21	-	41497935	41498189	41498118	41498189	41494355	41494578	10	13	56	0	13	332	149	0.00525719087898	0.02960754887118802	0.094	0.0	0.094
11	"ENSG00000184012"	"TMPRSS2"	chr21	-	41507949	41508158	41508080	41508158	41498118	41498189	11	0	8	2	4	280	149	0.0337332637811	0.1170867287598306	0.0	0.21	-0.21
13	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38905423	38904954	38905423	38901900	38901965	13	358	9	82	12	874	149	0.000236246865129	0.0032045510355841657	0.871	0.538	0.333
14	"ENSG00000205622"	"AP001042.1"	chr21	-	38904904	38905452	38904954	38905452	38901900	38901965	14	6	9	7	12	199	149	0.851281956787	0.9906233718189774	0.333	0.304	0.029
15	"ENSG00000157557"	"ETS2"	chr21	+	38819502	38819871	38819502	38819766	38821585	38821704	15	0	42	21	214	254	149	0.00445851564681	0.026320253711735277	0.0	0.054	-0.054
17	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33907340	33907453	33903934	33904021	17	19	885	9	355	1041	149	1	1.0	0.003	0.004	-0.001
19	"ENSG00000159131"	"GART"	chr21	-	33528514	33528604	33528518	33528604	33528166	33528335	19	3	148	0	61	153	149	0.724458720934	0.9037241142473993	0.019	0.0	0.019
21	"ENSG00000159086"	"PAXBP1"	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	21	15	17	12	2	166	149	0.00523877571937	0.02960754887118802	0.442	0.843	-0.401
22	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501495	32501414	32501486	32503925	32504015	22	15	0	63	3	158	149	0.167069998346	0.3804240642049495	1.0	0.952	0.048
23	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501538	32501414	32501486	32503925	32504015	23	6	0	4	3	201	149	0.00175006604295	0.013529356716651923	1.0	0.497	0.503
24	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501538	32501414	32501495	32503925	32504015	24	0	9	2	61	192	149	0.670576737595	0.8630064998967084	0.0	0.025	-0.025
57	"ENSG00000100413"	"POLR3H"	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157	57	0	9	10	30	204	149	0.00245655912851	0.01757751531759097	0.0	0.196	-0.196
62	"ENSG00000100242"	"SUN2"	chr22	-	38740888	38741050	38741006	38741050	38740266	38740432	62	0	2	11	67	267	149	0.034413844901	0.11907513470439907	0.0	0.084	-0.084
67	"ENSG00000100129"	"EIF3L"	chr22	+	37851279	37851561	37851279	37851490	37855564	37855644	67	9	697	2	464	220	149	1	1.0	0.009	0.003	0.006
75	"ENSG00000100150"	"DEPDC5"	chr22	+	31784813	31785107	31784813	31784875	31792032	31792102	75	4	32	4	18	381	149	0.522349660897	0.7590136814002707	0.047	0.08	-0.033
79	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	79	8	16	6	51	316	149	0.0239024632486	0.09003125424643033	0.191	0.053	0.138
80	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197158	31196935	31196990	31201497	31201615	80	4	16	5	51	317	149	0.306406603604	0.5406743819381038	0.105	0.044	0.061
83	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30613042	30612872	30612961	30614348	30614501	83	1	0	43	1	230	149	0.304536131697	0.5386635097456536	1.0	0.965	0.035
87	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169	87	990	0	636	1	2962	149	0.328982161497	0.566862265401544	1.0	0.97	0.03
89	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745863	28746008	89	9	52	7	20	154	149	0.261441669529	0.5013421780820633	0.143	0.253	-0.11
90	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28751240	28751288	90	6	9	6	2	154	149	0.062327161713	0.18472567633705494	0.392	0.744	-0.352
