ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4	"ENSG00000160294"	"MCM3AP"	chr21	-	46242801	46242931	46240810	46241017	46243464	46243722	4	63	0	38	2	279	149	0.135063589184	0.3809847867700312	1.0	0.91	0.09
5	"ENSG00000160294"	"MCM3AP"	chr21	-	46284067	46285394	46283614	46283838	46286150	46286297	5	497	0	231	2	1476	149	0.199847250205	0.503098803103292	1.0	0.921	0.079
40	"ENSG00000160216"	"AGPAT3"	chr21	+	43960631	43960779	43959782	43959859	43967945	43968115	40	3	0	0	27	297	149	5.73987730901e-07	4.4483056086469535e-05	1.0	0.0	1.0
43	"ENSG00000160214"	"RRP1"	chr21	+	43800861	43800881	43800516	43800614	43802273	43802387	43	2	0	10	2	169	149	0.0627063123766	0.22085756853258537	1.0	0.815	0.185
46	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43719222	43719381	43734068	43734123	46	10	2	4	24	658	149	2.90953400915e-05	0.000735494731410074	0.531	0.036	0.495
52	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304	52	151	0	122	4	270	149	0.0388544613416	0.1564868496075913	1.0	0.944	0.056
53	"ENSG00000160194"	"NDUFV3"	chr21	+	42903181	42904276	42896926	42897047	42908863	42909105	53	276	131	252	59	1244	149	0.00184076140399	0.017572254102895372	0.202	0.338	-0.136
68	"ENSG00000160191"	"PDE9A"	chr21	+	42731769	42731949	42698967	42699011	42732069	42732124	68	0	2	4	5	329	149	0.00740244417894	0.04801405800049788	0.0	0.266	-0.266
69	"ENSG00000160191"	"PDE9A"	chr21	+	42731769	42731949	42698967	42699011	42733355	42733426	69	0	1	2	0	329	149	4.44888947688e-05	0.0009791917069501422	0.0	1.0	-1.0
71	"ENSG00000160191"	"PDE9A"	chr21	+	42732069	42732124	42698912	42699011	42733355	42733426	71	6	1	9	0	204	149	0.630313055677	0.9015863555176933	0.814	1.0	-0.186
77	"ENSG00000184012"	"TMPRSS2"	chr21	-	41488393	41488513	41480475	41480602	41489506	41489593	77	8	0	47	1	269	149	0.297902936246	0.6134141453426458	1.0	0.963	0.037
97	"ENSG00000185437"	"SH3BGR"	chr21	+	39511679	39511809	39508997	39509027	39515087	39515207	97	7	0	0	2	279	149	1.73944199788e-06	0.00010252179585925884	1.0	0.0	1.0
98	"ENSG00000182093"	"GET1"	chr21	+	39393165	39393280	39391768	39391836	39405913	39406058	98	131	0	25	1	264	149	0.243512040639	0.5602554814492802	1.0	0.934	0.066
99	"ENSG00000183527"	"PSMG1"	chr21	-	39179923	39179986	39178448	39178647	39180284	39180436	99	253	11	69	6	212	149	0.303181571374	0.6180919037013907	0.942	0.89	0.052
100	"ENSG00000183527"	"PSMG1"	chr21	-	39181771	39181878	39180284	39180436	39183251	39183451	100	155	0	50	1	256	149	0.309791972302	0.6234947003549454	1.0	0.967	0.033
105	"ENSG00000205622"	"AP001042.1"	chr21	-	38893960	38894285	38879102	38880372	38901900	38901965	105	7	3	4	0	474	149	0.000860584417108	0.010096652273424765	0.423	1.0	-0.577
107	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38904483	38901900	38901965	38904954	38905423	107	52	9	7	12	403	149	4.64965936164e-05	0.0010120128932855656	0.681	0.177	0.504
