ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000271254"	"AC240274.1"	chrKI270711.1	-	21056	21159	20006	20221	22932	23113	1	20	2	8,5,12,7	0,0,0,0	252	149	0.128231260687	0.7422329580703309	0.855	1.0,1.0,1.0,1.0	-0.145
2	"ENSG00000271254"	"AC240274.1"	chrKI270711.1	-	27336	27439	26290	26505	29278	29488	2	3	0	2,2,5,0	1,0,0,0	252	149	1	1.0	1.0	0.542,1.0,1.0,NA	0.153
19	"ENSG00000186866"	"POFUT2"	chr21	-	45266021	45266227	45263927	45265635	45267589	45267713	19	5	3	1,0,2,0	1,4,0,0	298	149	1	1.0	0.455	0.333,0.0,1.0,NA	0.011
24	"ENSG00000186866"	"POFUT2"	chr21	-	45285268	45285328	45283351	45283527	45285677	45285928	24	1	7	0,0,2,0	9,4,0,4	209	149	0.258491375754	1.0	0.092	0.0,0.0,1.0,0.0	-0.158
46	"ENSG00000160207"	"HSF2BP"	chr21	-	43613829	43613947	43592224	43592328	43630321	43630454	46	2	0	6,0,1,0	0,0,0,1	267	149	1	1.0	1.0	1.0,NA,1.0,0.0	0.333
47	"ENSG00000160199"	"PKNOX1"	chr21	+	43010052	43010224	43007490	43007618	43013067	43013238	47	105	0	57,20,42,52	0,1,0,0	298	149	1	1.0	1.0	1.0,0.909,1.0,1.0	0.023
49	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304	49	56	0	113,55,6,12	2,0,0,0	270	149	1	1.0	1.0	0.969,1.0,1.0,1.0	0.008
50	"ENSG00000160194"	"NDUFV3"	chr21	+	42903181	42904276	42896926	42897047	42908863	42909105	50	88	48	96,28,43,77	70,42,6,10	298	149	0.465958079591	1.0	0.478	0.407,0.25,0.782,0.794	-0.08
70	"ENSG00000160191"	"PDE9A"	chr21	+	42743775	42743860	42733355	42733426	42751115	42751197	70	15	2	4,4,6,12	0,0,0,0	234	149	0.0963591818832	0.6101926925360986	0.827	1.0,1.0,1.0,1.0	-0.173
73	"ENSG00000157617"	"C2CD2"	chr21	-	41899052	41899347	41885111	41889344	41901621	41901652	73	13	2	4,2,0,2	0,0,0,0	298	149	1	1.0	0.765	1.0,1.0,NA,1.0	-0.235
74	"ENSG00000157617"	"C2CD2"	chr21	-	41899052	41899362	41885111	41889344	41901621	41901749	74	23	2	10,3,1,16	0,0,0,0	298	149	0.121456373993	0.7136258396251554	0.852	1.0,1.0,1.0,1.0	-0.148
94	"ENSG00000182093"	"GET1"	chr21	+	39393165	39393280	39391768	39391836	39405913	39406058	94	69	0	51,70,32,13	1,0,0,0	264	149	1	1.0	1.0	0.966,1.0,1.0,1.0	0.008
95	"ENSG00000183527"	"PSMG1"	chr21	-	39179923	39179986	39178448	39178647	39180284	39180436	95	164	12	143,98,88,56	5,2,11,0	212	149	0.164068797652	0.8771545928035012	0.906	0.953,0.972,0.849,1.0	-0.037
100	"ENSG00000205622"	"AP001042.1"	chr21	-	38880591	38880708	38871243	38871594	38901900	38901965	100	0	1	0,7,6,1	6,250,64,88	266	149	0.475042540102	1.0	0.0	0.0,0.015,0.05,0.006	-0.018
104	"ENSG00000205622"	"AP001042.1"	chr21	-	38893960	38894285	38871243	38871594	38901900	38901965	104	2	1	0,83,23,19	6,250,64,88	298	149	0.305173696437	1.0	0.5	0.0,0.142,0.152,0.097	0.402
105	"ENSG00000205622"	"AP001042.1"	chr21	-	38893960	38894285	38879102	38880372	38901900	38901965	105	2	0	0,90,24,18	1,31,15,11	298	149	0.00386622449092	0.060300155796738565	1.0	0.0,0.592,0.444,0.45	0.629
106	"ENSG00000205622"	"AP001042.1"	chr21	-	38893960	38894285	38880591	38880708	38901900	38901965	106	2	0	0,78,18,18	0,6,1,0	298	149	1	1.0	1.0	NA,0.867,0.9,1.0	0.078
107	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38904483	38901900	38901965	38904954	38905423	107	0	1	6,69,27,33	7,228,53,80	298	149	0.0156988605977	0.1668451223588998	0.0	0.3,0.131,0.203,0.171	-0.201
109	"ENSG00000157557"	"ETS2"	chr21	+	38806450	38806808	38805950	38806120	38810034	38810106	109	0	8	2,0,0,0	38,5,0,0	298	149	1	1.0	0.0	0.026,0.0,NA,NA	-0.013
110	"ENSG00000157557"	"ETS2"	chr21	+	38806690	38806808	38805982	38806120	38810034	38810106	110	0	8	2,0,0,0	38,5,0,0	267	149	1	1.0	0.0	0.029,0.0,NA,NA	-0.015
114	"ENSG00000182670"	"TTC3"	chr21	+	37090232	37090286	37088798	37088886	37091292	37091413	114	561	0	120,150,308,258	0,2,0,0	203	149	1	1.0	1.0	1.0,0.982,1.0,1.0	0.004
115	"ENSG00000182670"	"TTC3"	chr21	+	37094004	37094090	37091292	37091413	37095349	37095444	115	633	13	192,185,441,317	7,10,23,23	235	149	0.00142596423048	0.028650696999467765	0.969	0.946,0.921,0.924,0.897	0.047
116	"ENSG00000182670"	"TTC3"	chr21	+	37121236	37121342	37108391	37108446	37121816	37121979	116	0	254	2,1,0,0	85,90,100,96	255	149	1	1.0	0.0	0.014,0.006,0.0,0.0	-0.005
117	"ENSG00000182670"	"TTC3"	chr21	+	37121816	37121979	37107737	37108446	37122982	37123028	117	778	4	245,301,385,282	1,0,0,2	298	149	1	1.0	0.99	0.992,1.0,1.0,0.986	-0.004
118	"ENSG00000182670"	"TTC3"	chr21	+	37129002	37129063	37126079	37126143	37132681	37132766	118	861	5	195,278,363,344	3,0,0,0	210	149	1	1.0	0.992	0.979,1.0,1.0,1.0	-0.003
119	"ENSG00000182670"	"TTC3"	chr21	+	37148545	37148647	37147480	37147603	37150077	37150170	119	860	5	216,308,531,379	2,9,6,1	251	149	0.215883568232	1.0	0.99	0.985,0.953,0.981,0.996	0.011
120	"ENSG00000182670"	"TTC3"	chr21	+	37150819	37150884	37150077	37150170	37151892	37151958	120	1014	0	299,295,656,499	0,0,4,10	214	149	0.928768416433	1.0	1.0	1.0,1.0,0.991,0.972	0.009
121	"ENSG00000182670"	"TTC3"	chr21	+	37152950	37153277	37151892	37152029	37156654	37156906	121	749	0	177,266,395,313	0,0,3,0	298	149	1	1.0	1.0	1.0,1.0,0.985,1.0	0.004
122	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37158130	37158203	122	73	11	12,14,33,25	1,2,2,0	203	149	0.0042157567261	0.06450800274616231	0.83	0.898,0.837,0.924,1.0	-0.085
123	"ENSG00000182670"	"TTC3"	chr21	+	37157160	37157214	37156654	37156906	37159698	37159745	123	92	288	14,23,63,24	77,120,124,93	203	149	0.497724707525	1.0	0.19	0.118,0.123,0.272,0.159	0.022
124	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37156654	37156906	37159698	37159745	124	32	288	3,3,2,3	77,120,124,93	222	149	2.26613348486e-06	0.00018626526593069854	0.069	0.025,0.017,0.011,0.021	0.051
125	"ENSG00000182670"	"TTC3"	chr21	+	37158130	37158203	37157160	37157214	37159698	37159745	125	45	46	6,3,0,21	7,15,32,17	222	149	0.0102733226614	0.12250279749189194	0.396	0.365,0.118,0.0,0.453	0.162
126	"ENSG00000182670"	"TTC3"	chr21	+	37164050	37164215	37161989	37162063	37167554	37167620	126	334	0	113,150,83,88	0,0,0,2	298	149	1	1.0	1.0	1.0,1.0,1.0,0.957	0.011
127	"ENSG00000182670"	"TTC3"	chr21	+	37165549	37166615	37164050	37164215	37167554	37167620	127	843	3	173,253,409,270	0,0,0,0	298	149	1	1.0	0.993	1.0,1.0,1.0,1.0	-0.007
128	"ENSG00000182670"	"TTC3"	chr21	+	37182773	37182913	37172594	37172744	37185705	37185774	128	1024	0	238,341,816,574	0,0,2,1	289	149	1	1.0	1.0	1.0,1.0,0.995,0.997	0.002
129	"ENSG00000182670"	"TTC3"	chr21	+	37192111	37192213	37191333	37191424	37195674	37196036	129	330	0	149,111,218,212	2,1,2,0	251	149	1	1.0	1.0	0.978,0.985,0.985,1.0	0.013
130	"ENSG00000182670"	"TTC3"	chr21	+	37194965	37195017	37192111	37192213	37195674	37196036	130	0	71	6,0,0,0	81,22,10,14	201	149	0.726083398288	1.0	0.0	0.052,0.0,0.0,0.0	-0.013
131	"ENSG00000182670"	"TTC3"	chr21	+	37197881	37198025	37197569	37197696	37200231	37200324	131	226	0	262,83,111,156	2,2,0,0	293	149	1	1.0	1.0	0.985,0.955,1.0,1.0	0.015
132	"ENSG00000159267"	"HLCS"	chr21	-	36936448	36937392	36930250	36930433	36962035	36962170	132	20	1	19,15,8,2	0,0,0,0	298	149	0.23119641284	1.0	0.909	1.0,1.0,1.0,1.0	-0.091
133	"ENSG00000159267"	"HLCS"	chr21	-	36938831	36938994	36936448	36937392	36962035	36962170	133	54	0	37,17,21,28	2,0,0,0	298	149	1	1.0	1.0	0.902,1.0,1.0,1.0	0.024
134	"ENSG00000159267"	"HLCS"	chr21	-	36946008	36946154	36938831	36938994	36962035	36962170	134	11	24	10,9,3,6	11,9,14,18	295	149	0.868297618417	1.0	0.188	0.315,0.336,0.098,0.144	-0.035
135	"ENSG00000159267"	"HLCS"	chr21	-	36947332	36948287	36938831	36938994	36962035	36962170	135	2	24	4,0,0,0	11,9,14,18	298	149	0.68269154883	1.0	0.04	0.154,0.0,0.0,0.0	0.002
136	"ENSG00000159267"	"HLCS"	chr21	-	36948165	36948287	36938831	36938994	36962035	36962170	136	4	24	4,0,0,0	11,9,14,18	271	149	0.0311940456814	0.2744638907847536	0.084	0.167,0.0,0.0,0.0	0.042
138	"ENSG00000185917"	"SETD4"	chr21	-	36048307	36048396	36045581	36046011	36053582	36053620	138	15	0	32,5,7,6	4,2,0,0	238	149	0.0815049753977	0.5449204977600469	1.0	0.834,0.61,1.0,1.0	0.139
139	"ENSG00000185917"	"SETD4"	chr21	-	36053582	36053620	36048307	36048396	36057108	36057204	139	16	0	32,6,7,6	0,2,0,2	187	149	0.774223160826	1.0	1.0	1.0,0.705,1.0,0.705	0.147
140	"ENSG00000185917"	"SETD4"	chr21	-	36057383	36057477	36057108	36057204	36058815	36058924	140	0	46	12,0,4,0	19,8,16,5	243	149	0.000246319220591	0.0075569851898083145	0.0	0.279,0.0,0.133,0.0	-0.103
147	"ENSG00000243927"	"MRPS6"	chr21	+	34125340	34125480	34073577	34073745	34142407	34143030	147	14	0	38,7,1,8	3,0,0,0	289	149	1	1.0	1.0	0.867,1.0,1.0,1.0	0.033
149	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33906500	33903934	33904021	33907340	33907453	149	0	610	0,0,1,0	530,341,166,154	201	149	1	1.0	0.0	0.0,0.0,0.004,0.0	-0.001
150	"ENSG00000241837"	"ATP5PO"	chr21	-	33906725	33906821	33903934	33904021	33907340	33907416	150	3	610	0,0,0,0	530,341,166,154	245	149	1	1.0	0.003	0.0,0.0,0.0,0.0	0.003
