ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5	"ENSG00000184900"	"SUMO3"	chr21	-	44808996	44809118	44809046	44809118	44805616	44807040	5	0	3	2,0,0,0	78,0,0,0	199	149	1	1.0	0.0	0.019,NA,NA,NA	-0.019
7	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43732138	43732442	43734068	43734123	7	6	4	4,1,3,0	0,2,0,0	354	149	1	1.0	0.387	1.0,0.174,1.0,NA	-0.338
9	"ENSG00000184012"	"TMPRSS2"	chr21	-	41494355	41494578	41494479	41494578	41489506	41489593	9	0	2	13,0,0,0	0,0,0,0	273	149	1	1.0	0.0	1.0,NA,NA,NA	-1.0
10	"ENSG00000184012"	"TMPRSS2"	chr21	-	41497935	41498189	41498118	41498189	41494355	41494578	10	2	42	0,0,0,0	0,3,0,0	332	149	1	1.0	0.021	NA,0.0,NA,NA	0.021
13	"ENSG00000205622"	"AP001042.1"	chr21	-	38904229	38905423	38904954	38905423	38901900	38901965	13	13	1	100,401,222,183	7,228,53,80	874	149	0.141474033622	0.6499983885042775	0.689	0.709,0.231,0.417,0.281	0.279
14	"ENSG00000205622"	"AP001042.1"	chr21	-	38904904	38905452	38904954	38905452	38901900	38901965	14	0	1	9,10,6,10	7,228,53,80	199	149	0.0359910986023	0.2638735137321689	0.0	0.49,0.032,0.078,0.086	-0.171
15	"ENSG00000157557"	"ETS2"	chr21	+	38819502	38819871	38819502	38819766	38821585	38821704	15	0	72	16,0,2,1	207,18,6,6	254	149	0.0123275691831	0.1297781459056022	0.0	0.043,0.0,0.164,0.089	-0.074
16	"ENSG00000159267"	"HLCS"	chr21	-	36947332	36948287	36948165	36948287	36938831	36938994	16	16	2	14,4,13,1	0,0,0,0	982	149	0.00321125367634	0.054610313998823434	0.548	1.0,1.0,1.0,1.0	-0.452
17	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33907340	33907453	33903934	33904021	17	13	610	26,12,14,4	530,341,166,154	1041	149	1	1.0	0.003	0.007,0.005,0.012,0.004	-0.004
18	"ENSG00000241837"	"ATP5PO"	chr21	-	33915135	33915724	33915651	33915724	33914449	33914500	18	11	0	5,8,2,7	1,0,0,0	665	149	1	1.0	1.0	0.528,1.0,1.0,1.0	0.118
19	"ENSG00000159131"	"GART"	chr21	-	33528514	33528604	33528518	33528604	33528166	33528335	19	2	184	0,4,2,1	96,118,52,37	153	149	0.598918304177	1.0	0.01	0.0,0.032,0.036,0.026	-0.013
20	"ENSG00000205930"	"C21orf62-AS1"	chr21	+	32772160	32772320	32772160	32772308	32784796	32784919	20	8	4	0,2,1,0	0,1,0,0	161	149	1	1.0	0.649	NA,0.649,1.0,NA	-0.175
21	"ENSG00000159086"	"PAXBP1"	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	21	38	9	28,3,4,2	16,7,2,4	166	149	0.00869699299079	0.10502167166189268	0.791	0.611,0.278,0.642,0.31	0.331
22	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501495	32501414	32501486	32503925	32504015	22	32	2	63,123,103,94	8,31,13,4	158	149	0.123741426502	0.6089603763129247	0.938	0.881,0.789,0.882,0.957	0.061
23	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501538	32501414	32501486	32503925	32504015	23	11	2	12,9,12,12	8,31,13,4	201	149	0.0127085030766	0.13185645430378484	0.803	0.527,0.177,0.406,0.69	0.353
24	"ENSG00000166979"	"EVA1C"	chr21	+	32501414	32501538	32501414	32501495	32503925	32504015	24	7	28	6,3,9,9	57,117,100,91	192	149	0.0270980178837	0.22315101260101375	0.162	0.076,0.02,0.065,0.071	0.104
29	"ENSG00000237484"	"LINC01684"	chr21	+	24438252	24438443	24438252	24438433	24441794	24441913	29	0	2	0,0,0,4	0,0,0,0	159	149	1	1.0	0.0	NA,NA,NA,1.0	-1.0
38	"ENSG00000215386"	"MIR99AHG"	chr21	+	16589352	16589540	16589352	16589467	16594339	16594454	38	5	1	6,0,0,4	0,0,0,0	222	149	1	1.0	0.77	1.0,NA,NA,1.0	-0.23
39	"ENSG00000215386"	"MIR99AHG"	chr21	+	16589352	16589557	16589352	16589467	16594339	16594454	39	6	1	6,0,0,4	0,0,0,0	239	149	1	1.0	0.789	1.0,NA,NA,1.0	-0.211
40	"ENSG00000215386"	"MIR99AHG"	chr21	+	16589352	16589736	16589352	16589467	16594339	16594454	40	37	1	8,0,9,4	0,0,0,0	418	149	1	1.0	0.93	1.0,NA,1.0,1.0	-0.07
57	"ENSG00000100413"	"POLR3H"	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157	57	0	10	4,0,0,0	17,4,0,1	204	149	1	1.0	0.0	0.147,0.0,NA,0.0	-0.049
59	"ENSG00000100372"	"SLC25A17"	chr22	-	40797253	40797336	40797283	40797336	40794513	40794580	59	2	3	1,0,0,0	0,0,0,0	179	149	1	1.0	0.357	1.0,NA,NA,NA	-0.643
67	"ENSG00000100129"	"EIF3L"	chr22	+	37851279	37851561	37851279	37851490	37855564	37855644	67	0	696	4,0,0,2	403,333,124,85	220	149	1	1.0	0.0	0.007,0.0,0.0,0.016	-0.006
75	"ENSG00000100150"	"DEPDC5"	chr22	+	31784813	31785107	31784813	31784875	31792032	31792102	75	17	50	9,4,2,8	1,3,18,3	381	149	0.0614296174721	0.376632081869258	0.117	0.779,0.343,0.042,0.51	-0.302
76	"ENSG00000100150"	"DEPDC5"	chr22	+	31797599	31797703	31797599	31797699	31798581	31798656	76	22	2	17,10,2,6	0,2,0,0	153	149	0.138791665291	0.6472353300953431	0.915	1.0,0.83,1.0,1.0	-0.042
79	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	79	7	35	8,4,8,7	50,8,6,10	316	149	0.139851475292	0.6472353300953431	0.086	0.07,0.191,0.386,0.248	-0.138
80	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197158	31196935	31196990	31201497	31201615	80	7	35	8,2,4,7	50,8,6,10	317	149	0.50186961155	1.0	0.086	0.07,0.105,0.239,0.248	-0.079
83	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30613042	30612872	30612961	30614348	30614501	83	17	0	21,6,2,0	1,0,0,0	230	149	1	1.0	1.0	0.932,1.0,1.0,NA	0.023
85	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29832244	29832342	85	1	0	1,0,0,0	13,0,0,0	196	149	1	1.0	1.0	0.055,NA,NA,NA	0.945
87	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169	87	2300	4	1441,420,959,1070	0,0,0,0	2962	149	0.17830186912	0.7502775576147585	0.967	1.0,1.0,1.0,1.0	-0.033
88	"ENSG00000100209"	"HSCB"	chr22	+	28743881	28743978	28743881	28743923	28744614	28744704	88	15	4	27,21,11,9	0,0,1,0	204	149	0.000141698846673	0.005154968168837999	0.733	1.0,1.0,0.889,1.0	-0.239
89	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745863	28746008	89	9	49	3,5,2,4	9,19,12,27	154	149	0.911747419847	1.0	0.151	0.244,0.203,0.139,0.125	-0.027
90	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28751240	28751288	90	5	6	4,3,3,0	4,1,7,6	154	149	0.433324966025	1.0	0.446	0.492,0.744,0.293,0.0	0.064
95	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27999429	28001658	95	26	1	30,14,3,4	0,0,0,0	1248	149	0.351958948217	1.0	0.756	1.0,1.0,1.0,1.0	-0.244
112	"ENSG00000099917"	"MED15"	chr22	+	20537116	20537215	20537116	20537204	20551435	20551487	112	0	14	1,0,0,0	20,10,0,8	160	149	1	1.0	0.0	0.044,0.0,NA,0.0	-0.015
113	"ENSG00000232855"	"AF165147.1"	chr21	-	28577218	28577380	28577274	28577380	28446289	28446472	113	16	0	2,5,0,1	0,0,0,2	205	149	1	1.0	1.0	1.0,1.0,NA,0.267	0.244
