ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"ENSG00000160305"	"DIP2A"	chr21	+	46498581	46498833	46504360	46504489	46496987	46497107	46509256	46509376
11	"ENSG00000185917"	"SETD4"	chr21	-	36048307	36048396	36053582	36053620	36045581	36046011	36057108	36057204
23	"ENSG00000215386"	"MIR99AHG"	chr21	+	16257392	16257454	16383159	16383304	16231055	16231115	16487489	16487538
26	"ENSG00000215386"	"MIR99AHG"	chr21	+	16383159	16383304	16391613	16391685	16231055	16231115	16487489	16487538
35	"ENSG00000155313"	"USP25"	chr21	+	15824038	15824166	15824965	15825061	15818697	15818846	15826203	15826365
36	"ENSG00000155313"	"USP25"	chr21	+	15842397	15842540	15864267	15864446	15833347	15833548	15866265	15866344
38	"ENSG00000229425"	"AJ009632.2"	chr21	-	15400497	15400549	15467287	15467380	15395462	15395497	15477787	15477856
43	"ENSG00000100239"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
50	"ENSG00000100211"	"CBY1"	chr22	+	38656955	38657143	38665545	38665685	38656675	38656750	38668016	38668132
63	"ENSG00000100150"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066
70	"ENSG00000100209"	"HSCB"	chr22	+	28743881	28743978	28751240	28751288	28742038	28742331	28757077	28757510
71	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744704	28751240	28751288	28743881	28743978	28757077	28757210
72	"ENSG00000100209"	"HSCB"	chr22	+	28745863	28746008	28751240	28751288	28744614	28744704	28757077	28757210
79	"ENSG00000100077"	"GRK3"	chr22	+	25672295	25672347	25674436	25674528	25667738	25667800	25678815	25678915
80	"ENSG00000100077"	"GRK3"	chr22	+	25674436	25674528	25678815	25678915	25672295	25672347	25685169	25685248
82	"ENSG00000178803"	"ADORA2A-AS1"	chr22	-	24471767	24471895	24474982	24475153	24441991	24442140	24494689	24494800
83	"ENSG00000100014"	"SPECC1L"	chr22	+	24363260	24363344	24365475	24365632	24347085	24347176	24369217	24369320
84	"ENSG00000099991"	"CABIN1"	chr22	+	24050824	24050974	24054872	24055159	24049090	24049220	24056191	24056360
105	"ENSG00000105483"	"CARD8"	chr19	-	48242539	48242644	48249522	48249633	48240961	48241063	48249750	48249847
106	"ENSG00000105486"	"LIG1"	chr19	-	48151231	48151339	48153871	48153967	48150087	48150210	48157013	48157140
107	"ENSG00000105398"	"SULT2A1"	chr19	-	47874656	47874834	47879035	47879130	47870466	47871567	47882083	47882210
108	"ENSG00000105398"	"SULT2A1"	chr19	-	47879035	47879130	47882083	47882210	47874656	47874834	47883576	47883785
109	"ENSG00000105398"	"SULT2A1"	chr19	-	47882083	47882210	47883576	47883785	47879035	47879130	47886121	47886315
113	"ENSG00000216588"	"IGSF23"	chr19	+	44627419	44627573	44635400	44635465	44623702	44623972	44636418	44636454
130	"ENSG00000130755"	"GMFG"	chr19	-	39333076	39333126	39335434	39335531	39329543	39329626	39335973	39336005
135	"ENSG00000198453"	"ZNF568"	chr19	+	36922585	36922846	36925199	36925258	36917578	36917648	36936745	36936872
144	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35505938	35505986	35510183	35510252
145	"ENSG00000161249"	"DMKN"	chr19	-	35508204	35508240	35509910	35509961	35506125	35506185	35510183	35510252
147	"ENSG00000126261"	"UBA2"	chr19	+	34434867	34434968	34438644	34438766	34428358	34428570	34443843	34443911
148	"ENSG00000126261"	"UBA2"	chr19	+	34454443	34454556	34458768	34458924	34454259	34454353	34460469	34460566
159	"ENSG00000197013"	"ZNF429"	chr19	+	21529657	21529784	21530588	21530684	21505601	21505774	21536279	21540668
166	"ENSG00000131355"	"ADGRE3"	chr19	-	14654981	14655165	14658479	14658550	14651084	14651204	14661962	14662118
167	"ENSG00000131355"	"ADGRE3"	chr19	-	14654981	14655165	14658512	14658550	14651084	14651204	14661962	14662118
168	"ENSG00000131355"	"ADGRE3"	chr19	-	14658512	14658550	14661962	14662118	14654981	14655165	14663417	14663540
173	"ENSG00000130164"	"LDLR"	chr19	+	11116093	11116212	11116858	11116998	11113534	11113762	11120091	11120233
