ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
13	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43743723	43743807	43741666	43741771	13	4	37	4,0,1,2	49,26,9,10	204	149	0.288250145445	0.9669330930055277	0.073	0.056,0.0,0.075,0.127	0.008
19	"ENSG00000159267"	"HLCS"	chr21	-	36756541	36756980	36756541	36756755	36759726	36759841	19	33	84	4,0,0,9	23,32,31,33	374	149	2.97304591308e-05	0.001512165477540315	0.135	0.065,0.0,0.0,0.098	0.094
20	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060281	36060313	20	5	0	5,0,0,1	0,4,0,0	198	149	1	1.0	1.0	1.0,0.0,NA,1.0	0.333
21	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060346	36060526	21	4	4	6,0,1,1	12,0,0,0	198	149	1	1.0	0.429	0.273,NA,1.0,1.0	-0.329
22	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	22	23	581	18,6,5,5	368,285,209,158	166	149	0.400956273271	1.0	0.034	0.042,0.019,0.021,0.028	0.007
24	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542586	33542842	24	16	2	11,7,2,6	0,0,0,0	182	149	0.15290246927	0.6654119224167167	0.868	1.0,1.0,1.0,1.0	-0.132
28	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32574575	32576923	32574575	32574676	32578693	32578831	28	54	0	10,0,2,5	0,2,0,0	2396	149	0.376691493604	1.0	1.0	1.0,0.0,1.0,1.0	0.25
29	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	29	9	0	0,4,0,14	6,0,0,0	215	149	1	1.0	1.0	0.0,1.0,NA,1.0	0.333
46	"ENSG00000025770"	"NCAPH2"	chr22	+	50522497	50522569	50522500	50522569	50522342	50522415	46	0	2	1,0,0,0	27,0,0,0	152	149	1	1.0	0.0	0.035,NA,NA,NA	-0.035
61	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	61	0	10	0,2,0,0	27,18,0,4	200	149	1	1.0	0.0	0.0,0.076,NA,0.0	-0.025
62	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42518004	42518147	62	0	6	4,0,0,0	38,0,0,0	309	149	1	1.0	0.0	0.048,NA,NA,NA	-0.048
66	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	66	0	2	3,1,0,0	10,1,0,0	191	149	1	1.0	0.0	0.19,0.438,NA,NA	-0.314
67	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534	67	4	0	0,0,2,0	1,0,0,2	233	149	1	1.0	1.0	0.0,NA,1.0,0.0	0.667
72	"ENSG00000100242"	"SUN2"	chr22	-	38754641	38754706	38754641	38754690	38755762	38756000	72	3	0	3,0,0,0	2,0,0,0	165	149	1	1.0	1.0	0.575,NA,NA,NA	0.425
73	"ENSG00000100221"	"JOSD1"	chr22	-	38699802	38700618	38699802	38700123	38700903	38700930	73	266	0	94,90,152,104	0,2,0,0	644	149	1	1.0	1.0	1.0,0.912,1.0,1.0	0.022
74	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132	74	0	2	3,3,1,2	1,6,0,0	266	149	0.000563245425636	0.015062814338620898	0.0	0.627,0.219,1.0,1.0	-0.712
84	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980	84	1	6	0,0,0,0	2,0,0,0	176	149	1	1.0	0.124	0.0,NA,NA,NA	0.124
85	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31837093	31837155	31833914	31833980	85	1	8	12,2,0,0	3,0,0,2	271	149	1	1.0	0.064	0.687,1.0,NA,0.0	-0.498
86	"ENSG00000100150"	"DEPDC5"	chr22	+	31836998	31837155	31837093	31837155	31833914	31833980	86	6	8	14,2,0,0	3,0,0,2	244	149	1	1.0	0.314	0.74,1.0,NA,0.0	-0.266
87	"ENSG00000100150"	"DEPDC5"	chr22	+	31873171	31873332	31873254	31873332	31870589	31870744	87	0	4	6,0,0,0	3,0,0,0	232	149	1	1.0	0.0	0.562,NA,NA,NA	-0.562
91	"ENSG00000253352"	"TUG1"	chr22	+	30972854	30973601	30972923	30973601	30972047	30972172	91	73	2	51,10,15,12	0,2,0,0	218	149	0.932773333224	1.0	0.961	1.0,0.774,1.0,1.0	0.017
102	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29273740	29273864	29272379	29272431	102	2	44	11,0,4,0	102,16,6,11	152	149	0.37780571951	1.0	0.043	0.096,0.0,0.395,0.0	-0.08
104	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288605	29288786	104	5	2	15,2,0,0	15,0,0,0	152	149	1	1.0	0.71	0.495,1.0,NA,NA	-0.038
106	"ENSG00000183765"	"CHEK2"	chr22	-	28695126	28695242	28695126	28695209	28695709	28695873	106	27	0	34,25,5,16	2,0,0,2	182	149	0.852532278189	1.0	1.0	0.933,1.0,1.0,0.868	0.05
119	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610357	24610531	24607953	24608023	119	2	0	35,1,0,0	7,0,0,0	257	149	1	1.0	1.0	0.744,1.0,NA,NA	0.128
