ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000271254"	"AC240274.1"	chrKI270711.1	-	21056	21159	20006	20221	22932	23113	1	20	2	8,7,12,7	0,0,0,0	252	149	0.128293541677	0.7289988622803546	0.855	1.0,1.0,1.0,1.0	-0.145
2	"ENSG00000271254"	"AC240274.1"	chrKI270711.1	-	27336	27439	26290	26505	29278	29488	2	3	0	2,2,5,0	1,0,0,0	252	149	1	1.0	1.0	0.542,1.0,1.0,NA	0.153
19	"ENSG00000186866"	"POFUT2"	chr21	-	45266021	45266227	45263927	45265635	45267589	45267713	19	5	3	4,0,2,0	1,4,0,0	355	149	1	1.0	0.412	0.627,0.0,1.0,NA	-0.13
20	"ENSG00000186866"	"POFUT2"	chr21	-	45277232	45277773	45277016	45277142	45278102	45278169	20	2	1	2,0,0,0	11,2,4,0	690	149	1	1.0	0.302	0.038,0.0,0.0,NA	0.289
22	"ENSG00000186866"	"POFUT2"	chr21	-	45282803	45282938	45282348	45282459	45283382	45283527	22	0	4	2,0,0,0	4,6,0,0	284	149	1	1.0	0.0	0.208,0.0,NA,NA	-0.104
24	"ENSG00000186866"	"POFUT2"	chr21	-	45285268	45285328	45283351	45283527	45285677	45285928	24	1	7	0,0,2,0	9,4,0,4	209	149	0.258491375754	1.0	0.092	0.0,0.0,1.0,0.0	-0.158
38	"ENSG00000160216"	"AGPAT3"	chr21	+	43960631	43960779	43959782	43959859	43967945	43968115	38	2	0	4,0,0,0	18,0,0,0	297	149	1	1.0	1.0	0.1,NA,NA,NA	0.9
46	"ENSG00000160207"	"HSF2BP"	chr21	-	43613829	43613947	43592224	43592328	43630321	43630454	46	2	0	6,0,1,0	0,0,0,1	267	149	1	1.0	1.0	1.0,NA,1.0,0.0	0.333
47	"ENSG00000160199"	"PKNOX1"	chr21	+	43010052	43010224	43007490	43007618	43013067	43013238	47	137	0	70,31,55,87	0,1,0,0	321	149	1	1.0	1.0	1.0,0.935,1.0,1.0	0.016
49	"ENSG00000160194"	"NDUFV3"	chr21	+	42896926	42897047	42893267	42893381	42908863	42913304	49	82	0	126,60,8,28	2,0,0,0	270	149	1	1.0	1.0	0.972,1.0,1.0,1.0	0.007
